customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
822634,8,B,201601,3,1,1,20160126.0,20160126.0,501.83,98.65
822634,8,B,201602,4,2,2,20160219.0,20160218.0,815.85,184.4
822634,8,B,201603,1,1,1,20160317.0,20160317.0,47.05,9.22
822634,8,B,201604,1,1,1,20160422.0,20160422.0,1411.06,356.1
822634,8,B,201605,1,1,1,20160527.0,20160527.0,304.37,52.31
822634,8,B,201607,1,1,1,20160711.0,20160711.0,1411.06,356.1
822634,8,B,201608,1,1,1,20160819.0,20160819.0,3342.88,572.76
822634,8,B,201702,2,2,3,20170221.0,20170206.0,4569.99,913.33
822634,8,B,201703,2,2,2,20170330.0,20170306.0,4521.18,794.56
822634,8,B,201705,1,1,1,20170511.0,20170511.0,1698.44,540.42
822634,8,B,201706,0,0,0,,,-0.01,-0.01
822634,8,B,201709,2,2,3,20170928.0,20170906.0,972.56,205.47
822634,8,B,201710,1,1,1,20171009.0,20171009.0,720.48,142.08
822634,8,B,201711,1,1,1,20171114.0,20171114.0,824.72,206.22
822634,8,B,201802,0,0,0,,,0.0,10.29
822634,8,B,201803,7,2,6,20180330.0,20180301.0,1808.38,421.85
822634,8,B,201804,9,5,5,20180420.0,20180402.0,913.0,232.07
822634,8,B,201810,2,2,2,20181024.0,20181017.0,681.95,105.11
822634,8,B,201811,2,2,2,20181121.0,20181106.0,707.01,124.63
822634,8,B,201910,1,1,1,20191017.0,20191017.0,582.29,82.29
