customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
166983,2,B,201601,12,7,5,20160125.0,20160107.0,1305.15,300.66
166983,2,B,201602,8,6,3,20160225.0,20160202.0,776.38,287.59
166983,2,B,201603,4,4,5,20160321.0,20160302.0,734.17,271.58
166983,2,B,201604,7,7,5,20160429.0,20160412.0,1933.93,571.22
166983,2,B,201605,12,6,5,20160524.0,20160502.0,19025.29,3770.36
166983,2,B,201606,4,2,3,20160621.0,20160610.0,18361.83,3847.71
166983,2,B,201607,7,7,3,20160721.0,20160711.0,1122.81,345.68
166983,2,B,201608,4,3,1,20160819.0,20160819.0,2415.19,692.19
166983,2,B,201609,3,3,2,20160915.0,20160909.0,-16773.44,-8206.94
166983,2,B,201612,1,1,2,20161221.0,20161202.0,44.07,28.08
166983,2,B,201701,1,1,1,20170106.0,20170106.0,15.48,10.15
166983,2,B,201705,2,1,1,20170508.0,20170508.0,87.99,16.14
166983,2,B,201801,1,1,1,20180104.0,20180104.0,44.04,19.07
