customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
762382,5,B,201601,1,1,1,20160121.0,20160121.0,1643.4,306.9
762382,5,B,201602,5,4,4,20160224.0,20160210.0,3279.25,1077.0
762382,5,B,201605,4,1,2,20160512.0,20160511.0,705.19,143.3
762382,5,B,201607,2,2,2,20160721.0,20160720.0,1578.41,456.23
762382,5,B,201608,1,1,1,20160817.0,20160817.0,564.46,165.17
762382,5,B,201609,4,3,2,20160929.0,20160915.0,597.75,210.06
762382,5,B,201610,6,3,3,20161019.0,20161003.0,1740.55,452.96
762382,5,B,201611,6,1,1,20161130.0,20161130.0,174.74,36.91
762382,5,B,201702,1,1,1,20170215.0,20170215.0,118.8,36.2
762382,5,B,201703,3,2,3,20170328.0,20170317.0,302.28,83.87
762382,5,B,201705,14,8,6,20170531.0,20170501.0,5142.34,1439.84
762382,5,B,201706,14,6,5,20170627.0,20170602.0,3141.27,916.54
762382,5,B,201707,4,3,3,20170721.0,20170706.0,552.1,250.28
762382,5,B,201708,2,1,1,20170824.0,20170824.0,543.64,196.36
762382,5,B,201709,2,1,1,20170922.0,20170922.0,575.89,219.6
762382,5,B,201801,5,2,3,20180125.0,20180110.0,864.91,263.45
762382,5,B,201802,3,2,3,20180227.0,20180209.0,799.78,252.72
762382,5,B,201803,1,1,1,20180323.0,20180323.0,100.71,50.59
762382,5,B,201804,1,1,1,20180424.0,20180424.0,421.67,90.2
762382,5,B,201805,3,2,4,20180530.0,20180504.0,1478.53,325.52
762382,5,B,201901,1,1,1,20190124.0,20190124.0,259.13,85.75
762382,5,B,201902,2,1,1,20190226.0,20190226.0,13.52,4.69
762382,5,B,201903,2,2,2,20190329.0,20190312.0,308.1,93.96
762382,5,B,201904,2,1,1,20190418.0,20190418.0,668.41,172.29
762382,5,B,201906,2,1,2,20190627.0,20190626.0,2701.74,731.2
762382,5,B,201912,2,1,1,20191210.0,20191210.0,265.83,37.55
