customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
648397,4,C,201601,15,6,6,20160128.0,20160105.0,8826.64,2407.29
648397,4,C,201602,5,3,3,20160223.0,20160205.0,2848.37,658.75
648397,4,C,201603,13,7,5,20160323.0,20160308.0,2571.64,766.73
648397,4,C,201604,7,4,3,20160422.0,20160401.0,15307.31,3494.25
648397,4,C,201605,1,1,1,20160509.0,20160509.0,8245.74,1874.18
648397,4,C,201606,4,2,2,20160616.0,20160606.0,1623.9,533.53
648397,4,C,201607,2,2,2,20160722.0,20160707.0,9051.59,1697.8
648397,4,C,201609,4,2,1,20160929.0,20160929.0,803.43,164.77
648397,4,C,201610,9,4,4,20161011.0,20161005.0,6205.85,1258.13
648397,4,C,201611,14,6,7,20161130.0,20161101.0,43448.07,7921.37
648397,4,C,201612,7,4,4,20161228.0,20161202.0,2765.08,300.27
648397,4,C,201701,12,4,2,20170125.0,20170110.0,1403.27,292.2
648397,4,C,201702,1,1,1,20170228.0,20170228.0,606.6,201.41
648397,4,C,201703,1,1,1,20170303.0,20170303.0,467.94,163.66
648397,4,C,201704,1,1,1,20170420.0,20170420.0,262.64,95.36
648397,4,C,201705,8,7,2,20170531.0,20170517.0,2747.64,683.11
648397,4,C,201707,12,5,2,20170720.0,20170713.0,1450.57,616.16
648397,4,C,201708,76,18,6,20170828.0,20170811.0,8112.7,1906.67
648397,4,C,201709,137,25,11,20170929.0,20170907.0,21751.93,6442.7
648397,4,C,201710,48,19,10,20171031.0,20171003.0,17806.16,4293.45
648397,4,C,201711,5,5,5,20171122.0,20171102.0,1829.59,360.32
648397,4,C,201712,3,3,4,20171227.0,20171208.0,28.39,235.99
648397,4,C,201803,5,3,5,20180330.0,20180322.0,1333.04,425.37
648397,4,C,201805,3,3,3,20180522.0,20180501.0,8404.12,1954.06
648397,4,C,201806,2,2,2,20180620.0,20180601.0,1140.1,252.86
648397,4,C,201807,9,6,2,20180723.0,20180720.0,615.89,179.94
648397,4,C,201808,4,1,2,20180817.0,20180803.0,3448.79,743.85
648397,4,C,201809,1,1,1,20180913.0,20180913.0,2333.27,389.92
648397,4,C,201810,1,1,1,20181026.0,20181026.0,604.09,118.69
648397,4,C,201811,2,2,2,20181129.0,20181102.0,5384.96,1073.45
648397,4,C,201812,3,1,2,20181231.0,20181219.0,19556.89,3803.85
648397,4,C,201901,2,2,2,20190107.0,20190102.0,5926.34,2421.88
648397,4,C,201902,1,1,1,20190228.0,20190228.0,3395.18,1014.18
648397,4,C,201904,5,1,1,20190429.0,20190429.0,4143.99,902.63
648397,4,C,201908,2,2,2,20190808.0,20190807.0,13311.86,1628.12
648397,4,C,201910,5,5,3,20191016.0,20191007.0,6975.83,1496.48
648397,4,C,201911,1,1,1,20191120.0,20191120.0,638.62,178.62
648397,4,C,201912,2,1,1,20191223.0,20191223.0,1451.81,305.69
