customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
188,5,C,201604,5,3,2,20160425.0,20160422.0,10480.17,4486.91
188,5,C,201605,9,5,5,20160524.0,20160504.0,5309.29,2959.34
188,5,C,201606,3,1,1,20160607.0,20160607.0,575.59,178.15
188,5,C,201607,3,2,2,20160718.0,20160707.0,964.64,192.22
188,5,C,201608,1,1,1,20160808.0,20160808.0,780.95,297.45
188,5,C,201610,11,6,6,20161028.0,20161005.0,11355.02,2704.02
188,5,C,201611,3,3,2,20161130.0,20161104.0,449.16,158.26
188,5,C,201612,2,1,1,20161201.0,20161201.0,84.64,33.64
188,5,C,201701,3,1,1,20170112.0,20170112.0,9479.04,2419.46
188,5,C,201702,4,2,3,20170222.0,20170213.0,917.05,233.53
188,5,C,201703,3,1,2,20170328.0,20170303.0,1472.07,602.67
188,5,C,201704,2,2,1,20170428.0,20170428.0,332.33,79.11
188,5,C,201705,4,3,2,20170524.0,20170523.0,247.05,78.31
188,5,C,201706,15,7,6,20170629.0,20170607.0,3434.51,737.76
188,5,C,201707,24,6,8,20170725.0,20170707.0,2200.28,830.24
188,5,C,201708,4,2,2,20170828.0,20170824.0,2533.27,638.76
188,5,C,201709,2,2,2,20170930.0,20170927.0,8923.31,3213.0
188,5,C,201710,6,3,5,20171024.0,20171006.0,8590.45,3357.56
188,5,C,201711,21,6,5,20171117.0,20171113.0,8315.06,2745.78
188,5,C,201712,18,7,8,20171227.0,20171206.0,23777.17,8089.7
188,5,C,201801,6,5,3,20180122.0,20180102.0,1085.7,288.93
188,5,C,201803,1,1,1,20180322.0,20180322.0,1266.45,231.91
188,5,C,201804,3,1,1,20180413.0,20180413.0,11937.8,6341.09
188,5,C,201806,1,1,1,20180625.0,20180625.0,950.0,586.06
188,5,C,201807,1,1,1,20180727.0,20180727.0,472.68,94.54
188,5,C,201808,6,1,2,20180827.0,20180815.0,24992.66,6228.78
188,5,C,201810,3,2,3,20181015.0,20181002.0,15914.59,22913.27
188,5,C,201901,1,1,1,20190122.0,20190122.0,143.24,-11740.44
188,5,C,201902,2,2,2,20190207.0,20190205.0,1221.78,648.53
188,5,C,201903,2,2,1,20190318.0,20190318.0,662.1,270.61
188,5,C,201904,3,3,2,20190424.0,20190401.0,2988.46,1160.65
188,5,C,201907,0,0,0,,,0.0,-309.22
188,5,C,201908,1,1,1,20190813.0,20190813.0,69.88,73.56
