customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
99677,2,B,201601,2,2,3,20160114.0,20160104.0,650.98,139.5
99677,2,B,201602,4,2,4,20160223.0,20160208.0,3468.65,943.02
99677,2,B,201603,7,5,7,20160329.0,20160307.0,1200.33,228.8
99677,2,B,201604,8,7,6,20160429.0,20160408.0,871.28,182.71
99677,2,B,201605,10,5,9,20160525.0,20160504.0,1850.76,421.28
99677,2,B,201606,5,4,5,20160628.0,20160607.0,4112.17,1069.82
99677,2,B,201607,5,5,5,20160729.0,20160713.0,1079.83,267.86
99677,2,B,201608,6,4,6,20160822.0,20160808.0,645.79,156.81
99677,2,B,201609,12,6,7,20160926.0,20160901.0,3941.19,1353.52
99677,2,B,201610,5,4,5,20161031.0,20161004.0,1594.26,322.73
99677,2,B,201611,2,2,2,20161121.0,20161110.0,340.02,117.02
99677,2,B,201612,8,4,3,20161227.0,20161208.0,688.03,164.97
99677,2,B,201701,11,7,6,20170130.0,20170105.0,2039.46,467.77
99677,2,B,201702,3,3,3,20170223.0,20170213.0,1390.45,312.72
99677,2,B,201703,12,7,11,20170331.0,20170301.0,4144.97,1200.3
99677,2,B,201704,3,3,4,20170428.0,20170407.0,922.11,185.67
99677,2,B,201705,3,3,4,20170517.0,20170508.0,375.92,76.86
99677,2,B,201706,4,2,2,20170628.0,20170614.0,2148.54,778.41
99677,2,B,201707,1,1,1,20170726.0,20170726.0,46.0,12.8
99677,2,B,201708,3,3,3,20170830.0,20170801.0,462.67,136.09
99677,2,B,201709,4,3,2,20170929.0,20170914.0,524.75,63.73
99677,2,B,201712,1,1,1,20171215.0,20171215.0,133.75,35.51
99677,2,B,201801,1,1,1,20180110.0,20180110.0,46.0,3.32
99677,2,B,201802,4,1,2,20180209.0,20180208.0,221.88,25.36
99677,2,B,201803,5,5,7,20180323.0,20180305.0,623.05,26.62
99677,2,B,201804,4,4,3,20180427.0,20180409.0,545.93,89.33
99677,2,B,201805,1,1,1,20180501.0,20180501.0,48.2,-0.33
99677,2,B,201806,2,1,1,20180606.0,20180606.0,2399.4,835.32
99677,2,B,201807,3,3,3,20180726.0,20180705.0,181.58,-6.23
99677,2,B,201808,6,4,5,20180822.0,20180809.0,6667.65,2086.5
99677,2,B,201809,2,2,2,20180928.0,20180917.0,102.3,-1.61
99677,2,B,201810,2,1,1,20181031.0,20181031.0,3704.83,697.02
99677,2,B,201811,1,1,1,20181114.0,20181114.0,23.25,-6.16
99677,2,B,201812,1,1,1,20181217.0,20181217.0,46.0,1.72
99677,2,B,201902,1,1,1,20190212.0,20190212.0,386.0,5.72
99677,2,B,201903,1,1,1,20190327.0,20190327.0,46.0,0.75
99677,2,B,201904,1,1,1,20190404.0,20190404.0,37.13,-2.88
99677,2,B,201905,1,1,1,20190529.0,20190529.0,39.24,-3.31
99677,2,B,201907,2,2,4,20190725.0,20190708.0,209.13,11.0
99677,2,B,201908,3,3,4,20190822.0,20190802.0,298.56,-15.79
99677,2,B,201909,1,1,1,20190906.0,20190906.0,307.36,57.76
