customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
668730,5,A,201601,1,1,1,20160104.0,20160104.0,153.58,62.56
668730,5,A,201603,1,1,1,20160325.0,20160325.0,135.23,55.33
668730,5,A,201605,1,1,1,20160517.0,20160517.0,932.02,205.8
668730,5,A,201607,1,1,1,20160708.0,20160708.0,863.41,105.7
668730,5,A,201701,21,6,7,20170126.0,20170110.0,1939.88,494.31
668730,5,A,201702,14,6,5,20170228.0,20170202.0,2341.26,571.04
668730,5,A,201703,34,12,3,20170327.0,20170301.0,0.0,0.0
668730,5,A,201704,3,3,2,20170412.0,20170404.0,8735.23,2307.35
668730,5,A,201705,8,6,2,20170512.0,20170511.0,547.0,176.34
668730,5,A,201706,9,6,3,20170623.0,20170621.0,1346.88,455.56
668730,5,A,201707,13,4,4,20170725.0,20170714.0,2109.13,876.53
668730,5,A,201708,0,0,0,,,0.0,0.01
668730,5,A,201710,3,2,2,20171011.0,20171005.0,3327.25,436.71
668730,5,A,201901,5,1,1,20190104.0,20190104.0,66.09,39.67
668730,5,A,201902,2,2,2,20190222.0,20190213.0,31226.42,3624.54
668730,5,A,201903,8,1,1,20190306.0,20190306.0,2290.0,549.07
668730,5,A,201905,1,1,1,20190529.0,20190529.0,475.4,157.6
668730,5,A,201906,2,1,2,20190618.0,20190614.0,79.59,29.62
668730,5,A,201907,0,0,0,,,-235.71,-1.74
668730,5,A,201908,3,3,2,20190822.0,20190807.0,804.42,293.23
668730,5,A,201909,2,2,2,20190911.0,20190910.0,683.79,175.28
668730,5,A,201910,1,1,1,20191030.0,20191030.0,34.0,5.18
