customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
73850,2,B,201601,46,15,11,20160127.0,20160106.0,68621.13,11267.77
73850,2,B,201602,55,20,18,20160229.0,20160201.0,208331.4,35679.41
73850,2,B,201603,78,22,17,20160331.0,20160301.0,74080.05,13496.91
73850,2,B,201604,72,21,18,20160429.0,20160401.0,82872.43,20105.09
73850,2,B,201605,72,20,18,20160531.0,20160502.0,49031.74,11251.77
73850,2,B,201606,60,20,20,20160630.0,20160601.0,19190.64,4275.54
73850,2,B,201607,139,33,17,20160728.0,20160701.0,71156.32,19365.74
73850,2,B,201608,107,29,21,20160831.0,20160801.0,42849.62,11593.11
73850,2,B,201609,78,23,20,20160930.0,20160901.0,28559.97,6258.94
73850,2,B,201610,58,18,17,20161031.0,20161003.0,33953.82,7238.71
73850,2,B,201611,55,21,14,20161130.0,20161101.0,34304.52,7221.06
73850,2,B,201612,67,20,19,20161230.0,20161201.0,74643.05,16046.67
73850,2,B,201701,87,23,20,20170130.0,20170103.0,40659.4,8544.22
73850,2,B,201702,81,24,20,20170228.0,20170201.0,34575.33,7033.92
73850,2,B,201703,47,20,15,20170331.0,20170301.0,33109.2,7819.05
73850,2,B,201704,61,20,17,20170428.0,20170403.0,28466.72,5974.32
73850,2,B,201705,61,21,18,20170531.0,20170501.0,25055.08,4323.26
73850,2,B,201706,75,24,19,20170630.0,20170601.0,48639.01,10151.74
73850,2,B,201707,56,21,18,20170731.0,20170703.0,63851.76,12489.46
73850,2,B,201708,84,23,18,20170829.0,20170801.0,82609.53,9548.78
73850,2,B,201709,71,28,17,20170929.0,20170901.0,52961.0,10777.22
73850,2,B,201710,74,21,18,20171031.0,20171002.0,91726.27,19279.77
73850,2,B,201711,87,20,18,20171130.0,20171101.0,159782.1,20717.42
73850,2,B,201712,72,22,15,20171229.0,20171201.0,149913.9,28331.6
73850,2,B,201801,75,29,17,20180130.0,20180102.0,89103.69,17017.01
73850,2,B,201802,61,21,13,20180228.0,20180201.0,212987.3,22179.27
73850,2,B,201803,48,16,15,20180330.0,20180302.0,155718.4,17180.89
73850,2,B,201804,41,20,14,20180427.0,20180403.0,152114.0,24237.1
73850,2,B,201805,71,25,17,20180531.0,20180502.0,172526.8,23379.85
73850,2,B,201806,57,26,18,20180629.0,20180601.0,275029.3,27473.72
73850,2,B,201807,52,21,20,20180731.0,20180702.0,348560.3,32376.1
73850,2,B,201808,85,29,21,20180831.0,20180801.0,260007.4,31284.2
73850,2,B,201809,42,20,17,20180928.0,20180904.0,97663.44,11482.83
73850,2,B,201810,82,19,19,20181031.0,20181001.0,121012.2,17945.85
73850,2,B,201811,63,22,17,20181130.0,20181101.0,101629.3,17586.68
73850,2,B,201812,69,23,18,20181231.0,20181203.0,106522.9,17890.11
73850,2,B,201901,58,23,16,20190129.0,20190102.0,87411.16,17114.01
73850,2,B,201902,62,23,17,20190228.0,20190204.0,139284.6,25164.79
73850,2,B,201903,115,31,20,20190328.0,20190301.0,300182.1,49483.76
73850,2,B,201904,80,23,21,20190430.0,20190401.0,40960.02,6435.63
73850,2,B,201905,65,24,19,20190531.0,20190501.0,55381.91,8922.23
73850,2,B,201906,54,21,19,20190628.0,20190603.0,49842.96,8996.26
73850,2,B,201907,61,20,15,20190731.0,20190701.0,38947.33,8501.85
73850,2,B,201908,53,21,18,20190830.0,20190801.0,48310.88,9683.7
73850,2,B,201909,45,19,14,20190930.0,20190905.0,8653.46,1443.13
73850,2,B,201910,43,16,15,20191030.0,20191001.0,23412.37,4443.08
73850,2,B,201911,38,10,7,20191125.0,20191101.0,35035.64,6929.98
73850,2,B,201912,15,7,10,20191224.0,20191202.0,49132.78,7222.97
