customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
601464,6,B,201602,1,1,1,20160216.0,20160216.0,144.7,37.6
601464,6,B,201603,6,3,2,20160318.0,20160314.0,10779.52,1635.29
601464,6,B,201604,11,5,3,20160414.0,20160408.0,6093.02,1493.12
601464,6,B,201605,3,3,1,20160524.0,20160524.0,1130.03,527.91
601464,6,B,201606,3,2,2,20160621.0,20160610.0,1285.17,312.68
601464,6,B,201607,3,2,2,20160712.0,20160705.0,2641.92,544.51
601464,6,B,201608,1,1,1,20160812.0,20160812.0,1022.08,264.08
601464,6,B,201609,5,3,3,20160923.0,20160901.0,2495.86,1026.8
601464,6,B,201610,7,4,4,20161025.0,20161003.0,3024.22,721.28
601464,6,B,201611,1,1,1,20161103.0,20161103.0,626.8,175.2
601464,6,B,201612,1,1,1,20161223.0,20161223.0,746.72,170.52
601464,6,B,201701,1,1,1,20170110.0,20170110.0,746.72,170.52
601464,6,B,201702,5,3,3,20170227.0,20170206.0,1457.82,306.54
601464,6,B,201703,2,2,2,20170331.0,20170303.0,526.16,93.9
601464,6,B,201704,1,1,1,20170428.0,20170428.0,-111.66,216.85
601464,6,B,201705,2,2,2,20170531.0,20170522.0,7211.4,1511.2
601464,6,B,201706,2,1,2,20170609.0,20170605.0,513.84,196.26
601464,6,B,201707,0,0,0,,,0.0,0.0
601464,6,B,201708,2,2,2,20170831.0,20170824.0,2033.36,624.79
601464,6,B,201709,0,0,0,,,0.0,0.0
601464,6,B,201710,1,1,1,20171030.0,20171030.0,588.0,278.34
601464,6,B,201711,5,2,2,20171109.0,20171107.0,3851.89,865.66
601464,6,B,201712,7,2,2,20171220.0,20171213.0,36674.49,4934.96
601464,6,B,201801,1,1,1,20180116.0,20180116.0,2624.93,295.04
601464,6,B,201802,10,6,5,20180226.0,20180212.0,3650.27,603.59
601464,6,B,201803,3,3,3,20180322.0,20180301.0,2305.72,1002.4
601464,6,B,201804,2,2,2,20180430.0,20180417.0,490.68,108.39
601464,6,B,201805,8,2,2,20180507.0,20180504.0,5653.17,1175.87
601464,6,B,201806,3,3,3,20180622.0,20180608.0,1153.31,165.82
601464,6,B,201807,8,5,4,20180726.0,20180710.0,26252.5,3659.34
601464,6,B,201808,3,2,2,20180822.0,20180817.0,310.06,149.28
601464,6,B,201809,5,3,5,20180926.0,20180905.0,1919.6,417.35
601464,6,B,201810,5,5,4,20181030.0,20181008.0,1247.55,257.55
601464,6,B,201811,5,4,3,20181130.0,20181119.0,1303.35,291.37
601464,6,B,201812,3,2,2,20181227.0,20181214.0,565.2,158.45
601464,6,B,201902,3,2,2,20190219.0,20190218.0,4797.75,954.48
601464,6,B,201903,21,9,8,20190329.0,20190307.0,19892.41,2953.91
601464,6,B,201904,6,5,5,20190430.0,20190410.0,3351.1,967.72
601464,6,B,201905,8,5,4,20190524.0,20190510.0,3692.81,1056.75
601464,6,B,201906,22,5,5,20190626.0,20190611.0,125865.6,15100.33
601464,6,B,201907,1,1,2,20190730.0,20190715.0,2357.74,693.74
601464,6,B,201908,6,5,5,20190830.0,20190813.0,83955.19,9249.18
601464,6,B,201909,0,0,0,,,-2856.8,-514.24
601464,6,B,201910,11,4,6,20191030.0,20191004.0,36583.42,4144.56
601464,6,B,201911,2,2,2,20191125.0,20191108.0,839.42,373.14
601464,6,B,201912,4,2,2,20191227.0,20191212.0,9951.76,2158.66
