customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
563139,2,B,201602,8,5,2,20160217.0,20160212.0,366.21,98.02
563139,2,B,201603,8,3,3,20160322.0,20160301.0,603.42,173.81
563139,2,B,201604,8,3,4,20160429.0,20160405.0,1314.5,330.23
563139,2,B,201605,4,3,3,20160520.0,20160505.0,1085.58,356.3
563139,2,B,201606,20,9,5,20160630.0,20160606.0,3975.4,751.09
563139,2,B,201607,5,3,3,20160722.0,20160712.0,292.55,52.74
563139,2,B,201608,15,4,3,20160824.0,20160805.0,677.38,161.75
563139,2,B,201609,4,3,1,20160908.0,20160908.0,369.98,74.08
563139,2,B,201610,9,5,6,20161027.0,20161014.0,874.56,190.05
563139,2,B,201611,10,7,5,20161128.0,20161102.0,692.46,180.02
563139,2,B,201612,16,11,7,20161229.0,20161205.0,2087.14,401.63
563139,2,B,201701,3,2,1,20170131.0,20170131.0,126.96,29.67
563139,2,B,201702,5,2,2,20170222.0,20170208.0,658.08,132.37
563139,2,B,201703,8,6,3,20170329.0,20170308.0,745.84,198.87
563139,2,B,201704,9,6,2,20170428.0,20170412.0,679.77,158.25
563139,2,B,201705,14,10,4,20170531.0,20170503.0,469.72,97.41
563139,2,B,201706,4,3,4,20170619.0,20170609.0,435.9,183.44
563139,2,B,201707,3,3,3,20170720.0,20170710.0,2282.41,491.58
563139,2,B,201708,15,9,5,20170825.0,20170802.0,2503.26,579.38
563139,2,B,201709,7,5,2,20170915.0,20170901.0,221.69,65.88
563139,2,B,201710,8,4,3,20171026.0,20171004.0,1085.43,253.7
563139,2,B,201711,6,4,4,20171127.0,20171102.0,515.45,136.78
563139,2,B,201712,4,4,3,20171229.0,20171201.0,472.28,137.68
563139,2,B,201801,4,4,2,20180125.0,20180110.0,477.44,92.65
563139,2,B,201802,13,7,2,20180214.0,20180205.0,789.75,212.38
563139,2,B,201803,6,5,4,20180330.0,20180312.0,601.13,118.43
563139,2,B,201804,5,3,3,20180425.0,20180406.0,255.6,65.35
563139,2,B,201805,8,4,2,20180529.0,20180509.0,577.82,143.83
563139,2,B,201806,5,5,5,20180626.0,20180601.0,1062.53,210.32
563139,2,B,201807,6,4,2,20180727.0,20180702.0,134.56,-34.17
563139,2,B,201808,3,3,2,20180810.0,20180808.0,805.48,160.03
563139,2,B,201809,7,4,2,20180914.0,20180905.0,1383.77,334.46
563139,2,B,201810,2,2,2,20181025.0,20181016.0,403.35,99.85
563139,2,B,201811,3,3,1,20181107.0,20181107.0,31.25,11.87
563139,2,B,201812,0,0,0,,,0.0,0.0
563139,2,B,201901,7,4,2,20190129.0,20190103.0,145.25,62.56
563139,2,B,201902,4,4,2,20190213.0,20190205.0,137.76,38.87
563139,2,B,201903,5,3,2,20190329.0,20190327.0,340.26,75.29
563139,2,B,201904,1,1,1,20190430.0,20190430.0,114.24,53.12
563139,2,B,201905,0,0,0,,,0.0,0.0
563139,2,B,201906,4,4,1,20190618.0,20190618.0,144.14,77.87
563139,2,B,201907,15,6,4,20190725.0,20190701.0,791.65,260.97
563139,2,B,201908,4,2,1,20190819.0,20190819.0,190.28,72.89
563139,2,B,201909,0,0,0,,,0.0,0.0
563139,2,B,201910,4,4,1,20191030.0,20191030.0,78.46,39.64
563139,2,B,201911,0,0,0,,,0.0,0.0
563139,2,B,201912,0,0,0,,,0.0,0.0
