customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
924988,7,B,201601,3,1,3,20160127.0,20160106.0,4339.06,568.64
924988,7,B,201602,5,1,3,20160210.0,20160208.0,7858.65,928.06
924988,7,B,201603,6,3,5,20160330.0,20160302.0,-1465.6,30.73
924988,7,B,201604,5,1,5,20160428.0,20160407.0,1636.32,381.06
924988,7,B,201605,0,0,0,,,0.0,-76.9
924988,7,B,201606,2,2,2,20160614.0,20160610.0,432.74,76.87
924988,7,B,201609,3,2,2,20160930.0,20160909.0,878.7,240.31
924988,7,B,201610,2,2,2,20161027.0,20161013.0,1261.88,274.14
924988,7,B,201612,1,1,1,20161220.0,20161220.0,912.98,160.35
924988,7,B,201701,1,1,1,20170123.0,20170123.0,912.98,125.11
924988,7,B,201702,1,1,1,20170203.0,20170203.0,912.98,160.35
924988,7,B,201703,1,1,1,20170329.0,20170329.0,912.98,160.35
924988,7,B,201704,8,2,4,20170411.0,20170404.0,1509.51,211.54
924988,7,B,201705,7,4,4,20170531.0,20170503.0,4375.61,1269.05
924988,7,B,201706,4,3,4,20170627.0,20170601.0,3233.06,951.19
924988,7,B,201707,0,0,0,,,-277.8,-132.36
924988,7,B,201710,2,2,2,20171023.0,20171009.0,3661.42,1391.7
924988,7,B,201711,1,1,1,20171127.0,20171127.0,97.17,36.32
924988,7,B,201712,1,1,2,20171220.0,20171213.0,109.2,16.72
924988,7,B,201802,2,1,1,20180205.0,20180205.0,236.33,35.55
924988,7,B,201804,1,1,1,20180412.0,20180412.0,0.0,-5.75
924988,7,B,201806,3,1,1,20180625.0,20180625.0,3489.34,1196.45
924988,7,B,201807,3,1,1,20180706.0,20180706.0,3489.34,1196.45
924988,7,B,201902,2,2,1,20190201.0,20190201.0,260.09,63.55
924988,7,B,201903,1,1,1,20190320.0,20190320.0,506.75,123.75
924988,7,B,201904,1,1,1,20190404.0,20190404.0,355.38,132.13
924988,7,B,201908,3,1,1,20190802.0,20190802.0,3447.57,1031.98
924988,7,B,201910,1,1,1,20191028.0,20191028.0,453.25,90.65
