customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
879833,1,B,201601,6,5,5,20160127.0,20160104.0,722.4,188.04
879833,1,B,201602,7,4,3,20160219.0,20160202.0,1928.27,478.41
879833,1,B,201603,7,6,4,20160330.0,20160302.0,1075.46,274.62
879833,1,B,201604,5,4,3,20160429.0,20160401.0,197.57,-25.35
879833,1,B,201605,5,4,4,20160519.0,20160503.0,1841.16,458.8
879833,1,B,201606,6,6,5,20160630.0,20160616.0,1550.38,472.16
879833,1,B,201607,0,0,0,,,236.49,58.99
879833,1,B,201608,5,5,4,20160815.0,20160802.0,704.95,170.27
879833,1,B,201609,2,2,2,20160921.0,20160901.0,359.31,93.24
879833,1,B,201610,6,3,1,20161027.0,20161027.0,1147.06,622.7
879833,1,B,201611,7,6,3,20161129.0,20161108.0,2022.34,504.49
879833,1,B,201612,3,3,1,20161222.0,20161222.0,1683.84,658.61
879833,1,B,201701,5,4,4,20170131.0,20170109.0,2220.68,552.53
879833,1,B,201702,3,3,3,20170224.0,20170206.0,2470.68,760.16
879833,1,B,201703,4,3,3,20170322.0,20170302.0,2739.96,831.5
879833,1,B,201704,7,2,2,20170427.0,20170426.0,1204.47,316.93
879833,1,B,201705,5,4,2,20170518.0,20170502.0,831.14,225.9
879833,1,B,201706,11,8,7,20170628.0,20170605.0,1338.68,336.69
879833,1,B,201707,4,4,2,20170726.0,20170711.0,1781.96,324.59
879833,1,B,201708,6,5,4,20170828.0,20170801.0,511.37,127.15
879833,1,B,201709,2,2,2,20170921.0,20170901.0,900.54,216.06
879833,1,B,201710,11,5,9,20171030.0,20171003.0,4268.39,1177.97
879833,1,B,201711,3,2,4,20171128.0,20171109.0,2060.15,576.33
879833,1,B,201712,4,3,4,20171220.0,20171204.0,839.98,217.07
879833,1,B,201801,6,4,4,20180126.0,20180104.0,1646.74,373.65
879833,1,B,201802,5,2,4,20180226.0,20180207.0,3467.69,890.58
879833,1,B,201803,27,14,10,20180330.0,20180306.0,1467.12,593.21
879833,1,B,201804,11,7,5,20180427.0,20180405.0,1838.6,565.95
879833,1,B,201805,16,6,9,20180531.0,20180501.0,2523.92,660.65
879833,1,B,201806,16,8,9,20180628.0,20180604.0,1799.13,571.71
879833,1,B,201807,7,4,6,20180731.0,20180709.0,2399.61,680.96
879833,1,B,201808,10,5,6,20180827.0,20180801.0,6504.95,1342.55
879833,1,B,201809,17,11,8,20180928.0,20180905.0,1994.48,739.92
879833,1,B,201810,14,10,10,20181030.0,20181003.0,4706.3,814.72
879833,1,B,201811,12,7,7,20181130.0,20181101.0,4716.27,1442.49
879833,1,B,201812,9,6,6,20181220.0,20181210.0,1046.1,267.28
879833,1,B,201901,14,7,10,20190131.0,20190102.0,3702.69,1883.98
879833,1,B,201902,11,8,4,20190227.0,20190214.0,1981.5,623.14
879833,1,B,201903,19,10,10,20190329.0,20190301.0,3751.75,1177.26
879833,1,B,201904,10,5,7,20190426.0,20190404.0,2283.8,761.52
879833,1,B,201905,10,7,6,20190514.0,20190501.0,1927.89,472.91
879833,1,B,201906,7,5,4,20190628.0,20190617.0,1042.83,220.77
879833,1,B,201907,17,10,8,20190726.0,20190702.0,1674.14,461.55
879833,1,B,201908,9,7,5,20190830.0,20190812.0,1571.92,380.79
879833,1,B,201909,23,10,8,20190930.0,20190904.0,1378.67,387.89
879833,1,B,201910,12,7,7,20191028.0,20191002.0,1422.1,457.39
879833,1,B,201911,6,6,2,20191112.0,20191101.0,741.31,216.52
879833,1,B,201912,6,5,4,20191223.0,20191202.0,7766.6,649.84
