customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
134459,6,B,201601,4,2,1,20160125.0,20160125.0,307.91,73.15
134459,6,B,201607,1,1,1,20160706.0,20160706.0,4.0,1.49
134459,6,B,201611,10,6,3,20161130.0,20161108.0,334.15,119.07
134459,6,B,201612,4,3,3,20161216.0,20161202.0,742.71,136.44
134459,6,B,201702,8,4,5,20170228.0,20170209.0,1039.64,434.1
134459,6,B,201703,53,14,8,20170328.0,20170303.0,2747.23,798.69
134459,6,B,201704,77,18,7,20170428.0,20170412.0,10089.99,5057.47
134459,6,B,201705,87,18,10,20170531.0,20170503.0,53326.7,2048.48
134459,6,B,201706,141,29,16,20170630.0,20170601.0,28561.46,3926.71
134459,6,B,201707,231,28,17,20170731.0,20170703.0,60225.25,8692.75
134459,6,B,201708,123,28,13,20170831.0,20170801.0,5231.54,1647.66
134459,6,B,201709,57,19,12,20170929.0,20170901.0,2086.6,630.73
134459,6,B,201710,12,9,6,20171019.0,20171005.0,3066.78,780.57
134459,6,B,201711,40,17,10,20171128.0,20171101.0,251.22,226.04
134459,6,B,201712,109,22,10,20171229.0,20171207.0,19061.94,2446.7
134459,6,B,201801,32,13,5,20180125.0,20180102.0,2209.62,180.6
134459,6,B,201802,5,3,2,20180226.0,20180207.0,478.82,216.86
134459,6,B,201803,10,6,6,20180329.0,20180307.0,1810.34,516.46
134459,6,B,201804,18,9,7,20180426.0,20180403.0,3256.92,2933.36
134459,6,B,201805,5,3,1,20180515.0,20180515.0,0.0,0.0
134459,6,B,201809,1,1,1,20180921.0,20180921.0,0.52,0.52
