customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
72212,5,A,201601,7,4,5,20160126.0,20160105.0,580.8,189.93,2016-01-01,,0
72212,5,A,201602,2,1,2,20160222.0,20160216.0,788.68,194.83,2016-02-01,31 days,0
72212,5,A,201603,5,5,5,20160322.0,20160308.0,7971.58,1499.78,2016-03-01,29 days,0
72212,5,A,201604,0,0,0,,,-71.35,10.31,2016-04-01,31 days,0
72212,5,A,201605,1,1,1,20160512.0,20160512.0,23.15,16.15,2016-05-01,30 days,0
72212,5,A,201606,0,0,0,,,1262.63,269.24,2016-06-01,31 days,0
72212,5,A,201607,6,4,2,20160729.0,20160701.0,246.7,88.25,2016-07-01,30 days,0
72212,5,A,201608,2,1,1,20160803.0,20160803.0,46.31,19.26,2016-08-01,31 days,0
72212,5,A,201609,4,4,2,20160928.0,20160901.0,516.27,140.06,2016-09-01,31 days,0
72212,5,A,201610,2,1,1,20161024.0,20161024.0,494.7,109.09,2016-10-01,30 days,0
72212,5,A,201611,16,7,5,20161128.0,20161108.0,5466.42,1063.55,2016-11-01,31 days,0
72212,5,A,201612,2,2,2,20161220.0,20161219.0,5281.67,965.14,2016-12-01,30 days,0
72212,5,A,201701,1,1,1,20170118.0,20170118.0,701.11,149.76,2017-01-01,31 days,0
72212,5,A,201702,5,4,3,20170228.0,20170201.0,684.45,135.22,2017-02-01,31 days,0
72212,5,A,201703,7,7,5,20170329.0,20170303.0,2525.36,468.54,2017-03-01,28 days,0
72212,5,A,201704,2,2,2,20170405.0,20170403.0,1559.91,319.83,2017-04-01,31 days,0
72212,5,A,201705,13,9,4,20170530.0,20170504.0,618.04,179.23,2017-05-01,30 days,0
72212,5,A,201706,2,2,1,20170601.0,20170601.0,10.27,2.93,2017-06-01,31 days,0
72212,5,A,201707,3,3,3,20170724.0,20170714.0,1486.99,281.13,2017-07-01,30 days,0
72212,5,A,201708,8,1,2,20170815.0,20170809.0,6332.96,1183.04,2017-08-01,31 days,0
72212,5,A,201709,1,1,1,20170915.0,20170915.0,3504.5,634.71,2017-09-01,31 days,0
72212,5,A,201710,7,6,4,20171030.0,20171009.0,528.68,127.21,2017-10-01,30 days,0
72212,5,A,201711,0,0,0,,,236.71,55.1,2017-11-01,31 days,0
72212,5,A,201712,4,4,3,20171222.0,20171208.0,4448.6,816.52,2017-12-01,30 days,0
72212,5,A,201801,1,1,1,20180111.0,20180111.0,1058.86,218.78,2018-01-01,31 days,0
72212,5,A,201802,1,1,1,20180226.0,20180226.0,400.96,101.37,2018-02-01,31 days,0
72212,5,A,201803,4,3,3,20180320.0,20180302.0,1831.07,363.42,2018-03-01,28 days,0
72212,5,A,201809,1,1,1,20180928.0,20180928.0,300.96,66.93,2018-09-01,184 days,0
72212,5,A,201810,5,4,3,20181030.0,20181003.0,481.93,128.39,2018-10-01,30 days,0
72212,5,A,201811,10,8,3,20181126.0,20181109.0,251.13,73.15,2018-11-01,31 days,0
72212,5,A,201812,4,3,2,20181231.0,20181212.0,1322.31,274.07,2018-12-01,30 days,0
72212,5,A,201901,4,2,1,20190118.0,20190118.0,249.84,65.11,2019-01-01,31 days,0
72212,5,A,201902,1,1,1,20190205.0,20190205.0,99.81,22.27,2019-02-01,31 days,0
72212,5,A,201903,10,7,2,20190329.0,20190321.0,161.47,62.73,2019-03-01,28 days,0
72212,5,A,201904,11,6,4,20190426.0,20190402.0,269.86,103.46,2019-04-01,31 days,0
72212,5,A,201905,2,2,2,20190524.0,20190517.0,483.37,114.8,2019-05-01,30 days,0
72212,5,A,201906,3,2,1,20190607.0,20190607.0,104.32,34.91,2019-06-01,31 days,0
72212,5,A,201907,7,7,3,20190729.0,20190716.0,98.47,35.38,2019-07-01,30 days,0
72212,5,A,201908,3,3,2,20190819.0,20190812.0,548.8,163.58,2019-08-01,31 days,0
72212,5,A,201909,6,4,3,20190918.0,20190910.0,236.42,65.03,2019-09-01,31 days,0
72212,5,A,201910,3,1,1,20191028.0,20191028.0,148.22,62.66,2019-10-01,30 days,0
72212,5,A,201911,3,2,1,20191106.0,20191106.0,71.14,23.59,2019-11-01,31 days,0
72212,5,A,201912,10,7,4,20191227.0,20191203.0,659.03,188.41,2019-12-01,30 days,0
