customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
728365,1,B,201601,5,5,6,20160128.0,20160105.0,755.9,185.15,2016-01-01,,0
728365,1,B,201602,11,8,9,20160226.0,20160201.0,7168.03,2107.47,2016-02-01,31 days,0
728365,1,B,201603,2,2,2,20160325.0,20160311.0,249.44,56.24,2016-03-01,29 days,0
728365,1,B,201604,7,6,6,20160429.0,20160401.0,1747.61,577.44,2016-04-01,31 days,0
728365,1,B,201605,2,2,2,20160517.0,20160516.0,324.17,46.62,2016-05-01,30 days,0
728365,1,B,201606,6,5,7,20160630.0,20160608.0,777.28,146.37,2016-06-01,31 days,0
728365,1,B,201607,2,2,2,20160728.0,20160714.0,91.36,26.52,2016-07-01,30 days,0
728365,1,B,201608,2,2,2,20160831.0,20160829.0,224.06,49.9,2016-08-01,31 days,0
728365,1,B,201609,2,2,2,20160912.0,20160908.0,537.49,256.11,2016-09-01,31 days,0
728365,1,B,201610,1,1,1,20161019.0,20161019.0,214.75,84.32,2016-10-01,30 days,0
728365,1,B,201611,1,1,1,20161101.0,20161101.0,270.0,42.44,2016-11-01,31 days,0
728365,1,B,201612,3,3,3,20161220.0,20161202.0,210.3,73.1,2016-12-01,30 days,0
728365,1,B,201701,2,2,2,20170126.0,20170120.0,702.82,174.26,2017-01-01,31 days,0
728365,1,B,201702,3,3,4,20170220.0,20170202.0,394.66,97.42,2017-02-01,31 days,0
728365,1,B,201703,3,3,2,20170330.0,20170303.0,1212.25,366.37,2017-03-01,28 days,0
728365,1,B,201704,2,1,3,20170419.0,20170413.0,304.08,116.16,2017-04-01,31 days,0
728365,1,B,201705,1,1,1,20170515.0,20170515.0,273.96,65.72,2017-05-01,30 days,0
728365,1,B,201706,0,0,0,,,-133.96,-133.96,2017-06-01,31 days,0
728365,1,B,201707,0,0,0,,,68.44,38.38,2017-07-01,30 days,0
728365,1,B,201708,2,1,2,20170829.0,20170802.0,140.94,-42.52,2017-08-01,31 days,0
728365,1,B,201710,1,1,1,20171012.0,20171012.0,24.96,6.72,2017-10-01,61 days,0
728365,1,B,201711,2,2,2,20171127.0,20171103.0,764.43,-58.37,2017-11-01,31 days,0
728365,1,B,201712,2,1,2,20171206.0,20171204.0,4530.47,1761.98,2017-12-01,30 days,0
728365,1,B,201801,0,0,0,,,15.4,1.39,2018-01-01,31 days,0
728365,1,B,201802,1,1,1,20180205.0,20180205.0,24.96,6.72,2018-02-01,31 days,0
728365,1,B,201803,7,4,1,20180316.0,20180316.0,7947.69,311.62,2018-03-01,28 days,0
728365,1,B,201805,1,1,1,20180531.0,20180531.0,24.96,6.72,2018-05-01,61 days,0
728365,1,B,201807,1,1,1,20180724.0,20180724.0,26.0,14.46,2018-07-01,61 days,0
728365,1,B,201808,2,2,2,20180820.0,20180807.0,-7783.87,-366.21,2018-08-01,31 days,0
728365,1,B,201809,1,1,1,20180925.0,20180925.0,40.65,12.22,2018-09-01,31 days,0
728365,1,B,201811,1,1,1,20181113.0,20181113.0,24.96,6.72,2018-11-01,61 days,0
728365,1,B,201812,0,0,0,,,0.0,-25.0,2018-12-01,30 days,0
728365,1,B,201901,1,1,1,20190114.0,20190114.0,24.96,4.8,2019-01-01,31 days,0
728365,1,B,201902,1,1,1,20190204.0,20190204.0,18.92,4.24,2019-02-01,31 days,0
728365,1,B,201903,1,1,1,20190306.0,20190306.0,26.0,-2.9,2019-03-01,28 days,0
728365,1,B,201906,1,1,1,20190613.0,20190613.0,110.48,38.61,2019-06-01,92 days,0
728365,1,B,201907,3,2,3,20190716.0,20190705.0,460.58,7590.16,2019-07-01,30 days,0
728365,1,B,201912,0,0,0,,,0.0,0.0,2019-12-01,153 days,0
