customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
640764,2,C,201601,53,19,11,20160129.0,20160105.0,2754.37,688.2,2016-01-01,,1
640764,2,C,201602,34,11,7,20160223.0,20160201.0,1292.38,313.26,2016-02-01,31 days,1
640764,2,C,201603,25,11,5,20160324.0,20160302.0,788.37,222.95,2016-03-01,29 days,1
640764,2,C,201604,16,10,4,20160427.0,20160407.0,1323.04,414.96,2016-04-01,31 days,1
640764,2,C,201605,12,4,2,20160526.0,20160525.0,571.43,128.4,2016-05-01,30 days,1
640764,2,C,201606,16,6,3,20160629.0,20160621.0,355.46,131.76,2016-06-01,31 days,1
640764,2,C,201607,7,5,2,20160728.0,20160726.0,-316.64,-114.91,2016-07-01,30 days,1
640764,2,C,201608,8,5,2,20160826.0,20160802.0,547.71,121.35,2016-08-01,31 days,1
640764,2,C,201609,27,13,6,20160929.0,20160907.0,1557.05,364.06,2016-09-01,31 days,1
640764,2,C,201610,2,2,2,20161013.0,20161011.0,286.52,109.6,2016-10-01,30 days,1
640764,2,C,201611,23,6,4,20161129.0,20161101.0,593.88,117.83,2016-11-01,31 days,1
640764,2,C,201612,1,1,1,20161215.0,20161215.0,8.08,2.67,2016-12-01,30 days,1
640764,2,C,201701,14,7,5,20170130.0,20170104.0,450.32,140.96,2017-01-01,31 days,1
640764,2,C,201702,9,7,4,20170223.0,20170206.0,3368.52,1176.8,2017-02-01,31 days,1
640764,2,C,201703,1,1,1,20170301.0,20170301.0,909.46,221.22,2017-03-01,28 days,1
640764,2,C,201704,1,1,1,20170420.0,20170420.0,166.96,-134.64,2017-04-01,31 days,1
640764,2,C,201705,10,5,3,20170531.0,20170505.0,430.34,115.83,2017-05-01,30 days,1
640764,2,C,201706,48,15,7,20170630.0,20170605.0,1211.96,301.56,2017-06-01,31 days,1
640764,2,C,201707,15,7,3,20170726.0,20170710.0,130.7,28.35,2017-07-01,30 days,1
640764,2,C,201708,16,6,4,20170815.0,20170801.0,4129.28,833.94,2017-08-01,31 days,1
640764,2,C,201709,13,7,2,20170925.0,20170918.0,210.47,52.51,2017-09-01,31 days,1
640764,2,C,201710,18,10,2,20171031.0,20171005.0,1583.05,397.63,2017-10-01,30 days,1
640764,2,C,201711,23,13,5,20171128.0,20171107.0,1737.57,487.71,2017-11-01,31 days,1
640764,2,C,201712,2,2,2,20171228.0,20171201.0,1328.26,270.7,2017-12-01,30 days,1
640764,2,C,201801,1,1,1,20180118.0,20180118.0,586.54,123.26,2018-01-01,31 days,1
640764,2,C,201802,12,6,2,20180227.0,20180216.0,1456.96,485.53,2018-02-01,31 days,1
640764,2,C,201803,7,5,2,20180320.0,20180306.0,786.13,229.47,2018-03-01,28 days,1
640764,2,C,201804,4,3,1,20180413.0,20180413.0,-130.72,-34.29,2018-04-01,31 days,1
640764,2,C,201805,6,2,1,20180529.0,20180529.0,182.81,52.07,2018-05-01,30 days,1
640764,2,C,201806,6,4,3,20180629.0,20180614.0,1290.07,316.13,2018-06-01,31 days,1
640764,2,C,201807,9,4,1,20180712.0,20180712.0,239.62,82.97,2018-07-01,30 days,1
640764,2,C,201810,1,1,1,20181005.0,20181005.0,283.61,75.97,2018-10-01,92 days,1
640764,2,C,201812,7,6,4,20181226.0,20181204.0,1539.29,522.42,2018-12-01,61 days,1
640764,2,C,201901,3,2,1,20190102.0,20190102.0,72.79,45.06,2019-01-01,31 days,1
640764,2,C,201903,2,1,1,20190311.0,20190311.0,24.55,8.0,2019-03-01,59 days,1
640764,2,C,201904,0,0,0,,,-51.11,-17.45,2019-04-01,31 days,1
640764,2,C,201905,0,0,0,,,160.14,54.52,2019-05-01,30 days,1
640764,2,C,201907,0,0,0,,,0.0,0.0,2019-07-01,61 days,1
