customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
89760,8,A,201605,5,5,5,20160531.0,20160516.0,16508.46,5905.44,2016-05-01,,1
89760,8,A,201606,13,6,8,20160630.0,20160601.0,21777.52,8145.52,2016-06-01,31 days,1
89760,8,A,201607,5,3,3,20160721.0,20160707.0,-2523.84,-386.58,2016-07-01,30 days,1
89760,8,A,201608,3,3,2,20160823.0,20160818.0,791.1,330.27,2016-08-01,31 days,1
89760,8,A,201609,3,3,2,20160916.0,20160908.0,1884.6,764.6,2016-09-01,31 days,1
89760,8,A,201610,1,1,1,20161027.0,20161027.0,80.46,20.66,2016-10-01,30 days,1
89760,8,A,201611,1,1,1,20161107.0,20161107.0,222.64,83.49,2016-11-01,31 days,1
89760,8,A,201701,2,2,2,20170123.0,20170113.0,518.15,222.22,2017-01-01,61 days,1
89760,8,A,201703,1,1,1,20170321.0,20170321.0,25.0,15.0,2017-03-01,59 days,1
89760,8,A,201704,1,1,1,20170412.0,20170412.0,107.42,60.61,2017-04-01,31 days,1
89760,8,A,201705,2,2,2,20170517.0,20170516.0,231.85,61.71,2017-05-01,30 days,1
89760,8,A,201706,1,1,1,20170630.0,20170630.0,276.07,82.21,2017-06-01,31 days,1
89760,8,A,201708,0,0,0,,,0.0,-0.01,2017-08-01,61 days,1
89760,8,A,201710,1,1,1,20171003.0,20171003.0,151.12,38.32,2017-10-01,61 days,1
89760,8,A,201801,1,1,1,20180104.0,20180104.0,151.89,38.45,2018-01-01,92 days,1
89760,8,A,201804,2,1,1,20180426.0,20180426.0,130.33,30.13,2018-04-01,90 days,1
89760,8,A,201805,1,1,1,20180522.0,20180522.0,25.0,25.0,2018-05-01,30 days,1
89760,8,A,201806,1,1,1,20180601.0,20180601.0,112.47,29.17,2018-06-01,31 days,1
