customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
19436,5,B,201601,6,1,2,20160129.0,20160122.0,3151.88,597.97,2016-01-01,,1
19436,5,B,201602,0,0,0,,,210.0,50.0,2016-02-01,31 days,1
19436,5,B,201603,2,2,1,20160315.0,20160315.0,263.3,88.07,2016-03-01,29 days,1
19436,5,B,201604,1,1,1,20160414.0,20160414.0,190.04,40.55,2016-04-01,31 days,1
19436,5,B,201605,3,3,4,20160513.0,20160504.0,4323.84,1258.92,2016-05-01,30 days,1
19436,5,B,201606,1,1,1,20160616.0,20160616.0,-27.68,-46.42,2016-06-01,31 days,1
19436,5,B,201607,2,1,1,20160726.0,20160726.0,215.77,72.81,2016-07-01,30 days,1
19436,5,B,201608,4,2,2,20160824.0,20160809.0,262.59,62.76,2016-08-01,31 days,1
19436,5,B,201609,2,1,1,20160919.0,20160919.0,11416.36,2154.57,2016-09-01,31 days,1
19436,5,B,201612,5,3,1,20161220.0,20161220.0,498.86,138.97,2016-12-01,91 days,1
19436,5,B,201701,4,2,3,20170120.0,20170111.0,2010.59,419.77,2017-01-01,31 days,1
19436,5,B,201702,6,4,2,20170216.0,20170208.0,16.32,5.7,2017-02-01,31 days,1
19436,5,B,201703,1,1,1,20170329.0,20170329.0,58.75,18.32,2017-03-01,28 days,1
19436,5,B,201704,4,2,3,20170424.0,20170407.0,9215.74,2554.69,2017-04-01,31 days,1
19436,5,B,201705,7,3,3,20170522.0,20170501.0,1718.75,426.96,2017-05-01,30 days,1
19436,5,B,201706,11,5,3,20170630.0,20170605.0,122.86,66.46,2017-06-01,31 days,1
19436,5,B,201707,0,0,0,,,37.17,14.58,2017-07-01,30 days,1
19436,5,B,201709,7,5,3,20170928.0,20170912.0,2896.42,590.21,2017-09-01,62 days,1
19436,5,B,201710,13,4,3,20171020.0,20171002.0,913.44,270.79,2017-10-01,30 days,1
19436,5,B,201711,0,0,0,,,21.24,9.0,2017-11-01,31 days,1
19436,5,B,201802,0,0,0,,,742.5,134.25,2018-02-01,92 days,1
19436,5,B,201803,3,1,1,20180312.0,20180312.0,110.08,28.96,2018-03-01,28 days,1
19436,5,B,201804,7,5,6,20180424.0,20180406.0,2314.49,574.17,2018-04-01,31 days,1
19436,5,B,201807,10,6,2,20180727.0,20180709.0,1462.68,421.05,2018-07-01,91 days,1
19436,5,B,201808,4,3,2,20180806.0,20180801.0,414.82,97.06,2018-08-01,31 days,1
19436,5,B,201812,7,4,3,20181205.0,20181203.0,1809.57,341.65,2018-12-01,122 days,1
19436,5,B,201901,3,2,2,20190123.0,20190122.0,1513.01,282.7,2019-01-01,31 days,1
19436,5,B,201903,0,0,0,,,59.04,27.84,2019-03-01,59 days,1
19436,5,B,201904,2,2,1,20190429.0,20190429.0,232.96,78.41,2019-04-01,31 days,1
19436,5,B,201905,6,2,2,20190528.0,20190513.0,562.1,185.07,2019-05-01,30 days,1
19436,5,B,201907,8,3,5,20190725.0,20190715.0,3198.26,651.72,2019-07-01,61 days,1
19436,5,B,201908,0,0,0,,,-110.0,-22.0,2019-08-01,31 days,1
19436,5,B,201909,4,2,1,20190924.0,20190924.0,208.76,52.08,2019-09-01,31 days,1
19436,5,B,201911,4,2,1,20191120.0,20191120.0,108.07,26.34,2019-11-01,61 days,1
