customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
814863,9,B,201601,55,18,16,20160129.0,20160104.0,30042.39,5790.57,2016-01-01,,0
814863,9,B,201602,33,10,12,20160226.0,20160203.0,9065.33,1721.79,2016-02-01,31 days,0
814863,9,B,201603,45,14,16,20160330.0,20160301.0,36629.5,5697.49,2016-03-01,29 days,0
814863,9,B,201604,46,13,11,20160429.0,20160405.0,10560.89,2501.89,2016-04-01,31 days,0
814863,9,B,201605,60,16,13,20160531.0,20160503.0,59291.33,10133.44,2016-05-01,30 days,0
814863,9,B,201606,54,17,18,20160630.0,20160601.0,74174.93,4409.02,2016-06-01,31 days,0
814863,9,B,201607,57,16,16,20160729.0,20160701.0,11984.71,2543.06,2016-07-01,30 days,0
814863,9,B,201608,152,30,21,20160831.0,20160801.0,85265.17,10837.86,2016-08-01,31 days,0
814863,9,B,201609,68,20,16,20160929.0,20160902.0,13162.25,2729.83,2016-09-01,31 days,0
814863,9,B,201610,46,20,15,20161026.0,20161003.0,30772.92,5347.78,2016-10-01,30 days,0
814863,9,B,201611,64,13,14,20161130.0,20161101.0,36061.75,6169.75,2016-11-01,31 days,0
814863,9,B,201612,57,15,17,20161229.0,20161201.0,102676.4,13260.04,2016-12-01,30 days,0
814863,9,B,201701,101,17,15,20170130.0,20170105.0,19129.08,4492.06,2017-01-01,31 days,0
814863,9,B,201702,40,13,13,20170228.0,20170202.0,16095.26,4187.3,2017-02-01,31 days,0
814863,9,B,201703,90,18,20,20170329.0,20170301.0,29503.79,6554.1,2017-03-01,28 days,0
814863,9,B,201704,74,14,16,20170428.0,20170404.0,30138.03,3857.76,2017-04-01,31 days,0
814863,9,B,201705,76,16,20,20170531.0,20170501.0,28443.62,5838.98,2017-05-01,30 days,0
814863,9,B,201706,73,15,20,20170630.0,20170601.0,51307.85,5275.77,2017-06-01,31 days,0
814863,9,B,201707,92,18,14,20170731.0,20170703.0,100675.8,15984.8,2017-07-01,30 days,0
814863,9,B,201708,107,22,18,20170830.0,20170801.0,114987.4,14383.67,2017-08-01,31 days,0
814863,9,B,201709,97,19,19,20170929.0,20170901.0,43145.21,7109.94,2017-09-01,31 days,0
814863,9,B,201710,77,19,17,20171031.0,20171002.0,14947.91,2737.42,2017-10-01,30 days,0
814863,9,B,201711,101,20,18,20171130.0,20171102.0,39207.51,6965.25,2017-11-01,31 days,0
814863,9,B,201712,128,17,20,20171229.0,20171201.0,44411.75,9011.15,2017-12-01,30 days,0
814863,9,B,201801,166,24,22,20180131.0,20180102.0,82534.15,12163.58,2018-01-01,31 days,0
814863,9,B,201802,155,24,20,20180228.0,20180201.0,58158.84,9485.64,2018-02-01,31 days,0
814863,9,B,201803,123,22,22,20180330.0,20180301.0,78066.08,11393.52,2018-03-01,28 days,0
814863,9,B,201804,80,21,18,20180430.0,20180402.0,23851.6,2876.5,2018-04-01,31 days,0
814863,9,B,201805,92,21,18,20180531.0,20180501.0,22578.07,5291.13,2018-05-01,30 days,0
814863,9,B,201806,88,23,19,20180629.0,20180601.0,33683.67,9786.2,2018-06-01,31 days,0
814863,9,B,201807,115,20,18,20180731.0,20180702.0,48438.16,7402.54,2018-07-01,30 days,0
814863,9,B,201808,126,18,21,20180830.0,20180801.0,31393.41,7216.38,2018-08-01,31 days,0
814863,9,B,201809,59,18,18,20180928.0,20180904.0,30024.74,4770.2,2018-09-01,31 days,0
814863,9,B,201810,81,19,20,20181031.0,20181001.0,34413.44,7873.85,2018-10-01,30 days,0
814863,9,B,201811,75,25,16,20181130.0,20181101.0,23946.61,2226.86,2018-11-01,31 days,0
814863,9,B,201812,86,18,19,20181231.0,20181203.0,28888.8,5712.57,2018-12-01,30 days,0
814863,9,B,201901,87,24,20,20190131.0,20190102.0,62074.89,6531.38,2019-01-01,31 days,0
814863,9,B,201902,113,23,19,20190228.0,20190204.0,60650.0,7987.47,2019-02-01,31 days,0
814863,9,B,201903,149,22,19,20190329.0,20190301.0,42511.54,7134.28,2019-03-01,28 days,0
814863,9,B,201904,164,27,22,20190430.0,20190401.0,110211.2,13096.62,2019-04-01,31 days,0
814863,9,B,201905,106,22,21,20190531.0,20190501.0,64316.4,9105.79,2019-05-01,30 days,0
814863,9,B,201906,101,26,16,20190627.0,20190603.0,33773.55,6843.97,2019-06-01,31 days,0
814863,9,B,201907,204,27,22,20190731.0,20190701.0,35776.31,8942.1,2019-07-01,30 days,0
814863,9,B,201908,174,30,21,20190830.0,20190801.0,55038.31,5161.91,2019-08-01,31 days,0
814863,9,B,201909,128,26,18,20190930.0,20190903.0,49495.51,4924.03,2019-09-01,31 days,0
814863,9,B,201910,164,32,22,20191031.0,20191001.0,56620.67,5532.19,2019-10-01,30 days,0
814863,9,B,201911,161,28,18,20191127.0,20191101.0,110953.9,8181.77,2019-11-01,31 days,0
814863,9,B,201912,100,28,19,20191231.0,20191202.0,272318.0,17300.26,2019-12-01,30 days,0
