customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
72608,3,B,201601,12,4,5,20160129.0,20160104.0,574.12,199.67,2016-01-01,,1
72608,3,B,201602,16,9,4,20160218.0,20160210.0,748.12,227.6,2016-02-01,31 days,1
72608,3,B,201603,48,19,10,20160330.0,20160317.0,4603.26,1168.05,2016-03-01,29 days,1
72608,3,B,201604,5,5,3,20160420.0,20160401.0,1699.47,367.24,2016-04-01,31 days,1
72608,3,B,201605,18,6,6,20160526.0,20160509.0,6451.63,1248.09,2016-05-01,30 days,1
72608,3,B,201606,44,20,8,20160627.0,20160609.0,10706.09,2071.69,2016-06-01,31 days,1
72608,3,B,201607,14,7,4,20160728.0,20160701.0,2068.66,473.36,2016-07-01,30 days,1
72608,3,B,201608,15,7,5,20160819.0,20160802.0,1283.48,392.95,2016-08-01,31 days,1
72608,3,B,201609,22,12,5,20160929.0,20160922.0,51000.96,11358.42,2016-09-01,31 days,1
72608,3,B,201610,75,24,13,20161028.0,20161005.0,33425.86,6282.05,2016-10-01,30 days,1
72608,3,B,201611,28,9,10,20161129.0,20161101.0,10798.81,3146.14,2016-11-01,31 days,1
72608,3,B,201612,18,9,7,20161228.0,20161206.0,19011.9,3428.5,2016-12-01,30 days,1
72608,3,B,201701,18,9,6,20170130.0,20170104.0,19868.86,4071.03,2017-01-01,31 days,1
72608,3,B,201702,40,16,8,20170228.0,20170203.0,7901.12,2366.78,2017-02-01,31 days,1
72608,3,B,201703,45,17,10,20170327.0,20170301.0,4486.39,1406.1,2017-03-01,28 days,1
72608,3,B,201704,9,6,4,20170427.0,20170405.0,2070.77,471.06,2017-04-01,31 days,1
72608,3,B,201705,8,6,5,20170525.0,20170516.0,-2369.94,-57.71,2017-05-01,30 days,1
72608,3,B,201706,22,8,8,20170626.0,20170605.0,2037.98,524.34,2017-06-01,31 days,1
72608,3,B,201707,18,9,5,20170728.0,20170705.0,1872.69,423.49,2017-07-01,30 days,1
72608,3,B,201708,43,21,8,20170831.0,20170802.0,6281.6,1736.47,2017-08-01,31 days,1
72608,3,B,201709,23,7,6,20170929.0,20170911.0,2070.71,590.42,2017-09-01,31 days,1
72608,3,B,201710,20,10,9,20171030.0,20171002.0,1078.61,410.23,2017-10-01,30 days,1
72608,3,B,201711,22,9,5,20171116.0,20171107.0,1464.35,508.05,2017-11-01,31 days,1
72608,3,B,201712,16,10,5,20171220.0,20171206.0,419.8,144.4,2017-12-01,30 days,1
72608,3,B,201801,10,6,3,20180131.0,20180112.0,1757.55,493.86,2018-01-01,31 days,1
72608,3,B,201802,15,10,3,20180227.0,20180221.0,2280.97,653.87,2018-02-01,31 days,1
72608,3,B,201803,20,7,3,20180308.0,20180301.0,1805.43,428.86,2018-03-01,28 days,1
72608,3,B,201804,27,10,5,20180427.0,20180410.0,2508.79,721.4,2018-04-01,31 days,1
72608,3,B,201805,12,4,5,20180531.0,20180502.0,949.57,249.22,2018-05-01,30 days,1
72608,3,B,201806,7,5,4,20180626.0,20180604.0,5343.77,1558.68,2018-06-01,31 days,1
72608,3,B,201807,5,4,3,20180731.0,20180703.0,1342.85,320.98,2018-07-01,30 days,1
72608,3,B,201808,39,12,9,20180828.0,20180808.0,25400.06,4849.37,2018-08-01,31 days,1
72608,3,B,201809,18,14,8,20180926.0,20180905.0,2589.25,653.98,2018-09-01,31 days,1
72608,3,B,201810,19,9,6,20181031.0,20181011.0,768.54,-8774.68,2018-10-01,30 days,1
