customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
296052,3,B,201601,1,1,1,20160119.0,20160119.0,142.6,30.81,2016-01-01,,1
296052,3,B,201602,2,1,1,20160218.0,20160218.0,104.95,26.56,2016-02-01,31 days,1
296052,3,B,201603,2,1,1,20160322.0,20160322.0,249.74,49.16,2016-03-01,29 days,1
296052,3,B,201604,3,2,2,20160405.0,20160404.0,227.66,54.82,2016-04-01,31 days,1
296052,3,B,201607,1,1,1,20160729.0,20160729.0,135.54,44.05,2016-07-01,91 days,1
296052,3,B,201608,0,0,0,,,195.26,32.06,2016-08-01,31 days,1
296052,3,B,201610,4,2,3,20161031.0,20161013.0,1152.96,-26.23,2016-10-01,61 days,1
296052,3,B,201611,31,13,8,20161128.0,20161104.0,15393.21,3366.18,2016-11-01,31 days,1
296052,3,B,201612,3,2,2,20161227.0,20161223.0,650.62,163.71,2016-12-01,30 days,1
296052,3,B,201702,3,2,2,20170216.0,20170215.0,1126.24,242.97,2017-02-01,62 days,1
296052,3,B,201703,2,1,1,20170315.0,20170315.0,44.79,11.11,2017-03-01,28 days,1
296052,3,B,201705,4,3,2,20170524.0,20170502.0,743.33,171.48,2017-05-01,61 days,1
296052,3,B,201706,1,1,1,20170614.0,20170614.0,180.37,62.43,2017-06-01,31 days,1
296052,3,B,201708,5,3,3,20170830.0,20170822.0,1230.68,295.66,2017-08-01,61 days,1
296052,3,B,201709,6,4,2,20170929.0,20170914.0,1249.85,292.16,2017-09-01,31 days,1
296052,3,B,201710,8,4,2,20171031.0,20171002.0,1318.09,373.91,2017-10-01,30 days,1
296052,3,B,201711,6,4,3,20171120.0,20171106.0,615.78,182.27,2017-11-01,31 days,1
296052,3,B,201802,4,1,1,20180201.0,20180201.0,403.57,74.25,2018-02-01,92 days,1
296052,3,B,201803,1,1,1,20180312.0,20180312.0,151.21,29.04,2018-03-01,28 days,1
296052,3,B,201804,1,1,2,20180412.0,20180410.0,90.05,23.05,2018-04-01,31 days,1
296052,3,B,201805,9,3,1,20180502.0,20180502.0,1391.1,261.06,2018-05-01,30 days,1
296052,3,B,201806,6,2,2,20180615.0,20180614.0,993.74,257.62,2018-06-01,31 days,1
296052,3,B,201808,6,4,2,20180817.0,20180813.0,349.64,104.73,2018-08-01,61 days,1
296052,3,B,201809,1,1,1,20180905.0,20180905.0,33.34,13.37,2018-09-01,31 days,1
296052,3,B,201810,6,4,3,20181018.0,20181016.0,416.17,136.87,2018-10-01,30 days,1
296052,3,B,201811,4,2,2,20181119.0,20181112.0,151.04,22.39,2018-11-01,31 days,1
296052,3,B,201812,10,5,3,20181228.0,20181217.0,766.49,181.54,2018-12-01,30 days,1
296052,3,B,201901,1,1,1,20190109.0,20190109.0,9.98,5.02,2019-01-01,31 days,1
296052,3,B,201902,1,1,1,20190211.0,20190211.0,145.26,36.26,2019-02-01,31 days,1
296052,3,B,201908,4,2,2,20190820.0,20190809.0,622.87,187.56,2019-08-01,181 days,1
