customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
536311,6,B,201601,43,20,16,20160129.0,20160104.0,18867.92,2516.74,2016-01-01,,0
536311,6,B,201602,109,32,21,20160229.0,20160201.0,31206.87,5220.36,2016-02-01,31 days,0
536311,6,B,201603,144,33,20,20160331.0,20160301.0,26093.63,4554.72,2016-03-01,29 days,0
536311,6,B,201604,106,31,19,20160429.0,20160401.0,24554.52,6322.81,2016-04-01,31 days,0
536311,6,B,201605,110,32,19,20160531.0,20160502.0,35286.18,8902.44,2016-05-01,30 days,0
536311,6,B,201606,180,34,16,20160629.0,20160601.0,182239.4,43112.75,2016-06-01,31 days,0
536311,6,B,201607,155,32,17,20160729.0,20160701.0,26471.59,5947.19,2016-07-01,30 days,0
536311,6,B,201608,204,35,23,20160831.0,20160801.0,46797.31,10199.58,2016-08-01,31 days,0
536311,6,B,201609,175,33,20,20160930.0,20160901.0,119451.0,24879.42,2016-09-01,31 days,0
536311,6,B,201610,128,36,19,20161031.0,20161003.0,91019.13,19019.17,2016-10-01,30 days,0
536311,6,B,201611,161,35,20,20161130.0,20161101.0,153211.1,16442.33,2016-11-01,31 days,0
536311,6,B,201612,140,35,18,20161230.0,20161201.0,94170.73,22330.43,2016-12-01,30 days,0
536311,6,B,201701,140,36,17,20170131.0,20170104.0,68051.06,11036.52,2017-01-01,31 days,0
536311,6,B,201702,185,37,19,20170228.0,20170201.0,130061.3,23284.11,2017-02-01,31 days,0
536311,6,B,201703,215,37,14,20170331.0,20170301.0,233564.7,40629.18,2017-03-01,28 days,0
536311,6,B,201704,201,41,17,20170428.0,20170403.0,171771.5,35962.79,2017-04-01,31 days,0
536311,6,B,201705,191,41,21,20170531.0,20170501.0,209722.2,42102.16,2017-05-01,30 days,0
536311,6,B,201706,178,44,21,20170630.0,20170601.0,101250.3,7629.01,2017-06-01,31 days,0
536311,6,B,201707,190,40,19,20170731.0,20170705.0,43230.34,-12098.97,2017-07-01,30 days,0
536311,6,B,201708,159,41,22,20170831.0,20170801.0,149164.7,31246.62,2017-08-01,31 days,0
536311,6,B,201709,151,41,20,20170930.0,20170901.0,142142.7,29707.02,2017-09-01,31 days,0
536311,6,B,201710,101,31,22,20171031.0,20171002.0,115288.6,12328.32,2017-10-01,30 days,0
536311,6,B,201711,177,41,19,20171130.0,20171101.0,103653.8,16733.19,2017-11-01,31 days,0
536311,6,B,201712,118,31,19,20171229.0,20171201.0,15125.8,3008.2,2017-12-01,30 days,0
536311,6,B,201801,153,42,22,20180131.0,20180102.0,434485.1,24233.1,2018-01-01,31 days,0
536311,6,B,201802,130,45,18,20180228.0,20180201.0,64796.68,9050.96,2018-02-01,31 days,0
536311,6,B,201803,150,43,22,20180330.0,20180301.0,33821.05,5718.7,2018-03-01,28 days,0
536311,6,B,201804,145,39,20,20180430.0,20180402.0,97199.6,16369.43,2018-04-01,31 days,0
536311,6,B,201805,147,41,20,20180530.0,20180501.0,65498.59,13543.55,2018-05-01,30 days,0
536311,6,B,201806,116,34,21,20180629.0,20180601.0,103051.9,15652.06,2018-06-01,31 days,0
536311,6,B,201807,114,39,18,20180731.0,20180702.0,96761.81,16656.85,2018-07-01,30 days,0
536311,6,B,201808,142,41,23,20180831.0,20180801.0,62747.59,9575.09,2018-08-01,31 days,0
536311,6,B,201809,120,33,18,20180928.0,20180904.0,34643.96,5371.31,2018-09-01,31 days,0
536311,6,B,201810,172,43,20,20181031.0,20181001.0,59413.94,9098.16,2018-10-01,30 days,0
536311,6,B,201811,207,52,20,20181130.0,20181101.0,168028.2,29738.68,2018-11-01,31 days,0
536311,6,B,201812,163,37,19,20181231.0,20181203.0,104027.4,15753.56,2018-12-01,30 days,0
536311,6,B,201901,174,36,20,20190131.0,20190103.0,141820.1,18372.82,2019-01-01,31 days,0
536311,6,B,201902,157,38,19,20190228.0,20190201.0,42964.7,4191.3,2019-02-01,31 days,0
536311,6,B,201903,158,41,18,20190329.0,20190301.0,118449.5,24969.07,2019-03-01,28 days,0
536311,6,B,201904,216,45,21,20190430.0,20190401.0,419403.5,44076.77,2019-04-01,31 days,0
536311,6,B,201905,197,35,21,20190531.0,20190501.0,77545.32,14056.57,2019-05-01,30 days,0
536311,6,B,201906,165,36,19,20190628.0,20190603.0,108447.3,19852.71,2019-06-01,31 days,0
536311,6,B,201907,214,34,21,20190731.0,20190701.0,255474.5,49924.38,2019-07-01,30 days,0
536311,6,B,201908,178,44,21,20190830.0,20190802.0,111387.3,22586.93,2019-08-01,31 days,0
536311,6,B,201909,184,43,20,20190930.0,20190903.0,70551.24,10202.66,2019-09-01,31 days,0
536311,6,B,201910,176,40,21,20191031.0,20191001.0,119093.5,18139.96,2019-10-01,30 days,0
536311,6,B,201911,155,36,18,20191127.0,20191101.0,84772.93,3632.41,2019-11-01,31 days,0
536311,6,B,201912,165,35,18,20191231.0,20191202.0,140370.4,22385.66,2019-12-01,30 days,0
