customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
23871,9,B,201601,2,2,2,20160115.0,20160111.0,566.32,104.01,2016-01-01,,0
23871,9,B,201602,4,3,2,20160222.0,20160202.0,1125.37,309.96,2016-02-01,31 days,0
23871,9,B,201603,9,7,4,20160325.0,20160311.0,3203.74,676.05,2016-03-01,29 days,0
23871,9,B,201604,3,3,3,20160428.0,20160406.0,2408.89,822.09,2016-04-01,31 days,0
23871,9,B,201605,3,3,3,20160524.0,20160516.0,1283.66,237.54,2016-05-01,30 days,0
23871,9,B,201607,4,2,3,20160728.0,20160714.0,1194.3,402.15,2016-07-01,61 days,0
23871,9,B,201608,10,5,3,20160831.0,20160826.0,2432.7,636.11,2016-08-01,31 days,0
23871,9,B,201609,1,1,2,20160927.0,20160926.0,419.8,108.81,2016-09-01,31 days,0
23871,9,B,201610,1,1,1,20161005.0,20161005.0,183.21,69.84,2016-10-01,30 days,0
23871,9,B,201611,7,7,5,20161122.0,20161102.0,3659.93,1214.73,2016-11-01,31 days,0
23871,9,B,201612,2,1,1,20161229.0,20161229.0,1254.23,603.46,2016-12-01,30 days,0
23871,9,B,201701,3,2,1,20170119.0,20170119.0,210.1,87.7,2017-01-01,31 days,0
23871,9,B,201702,2,2,1,20170208.0,20170208.0,1122.65,313.27,2017-02-01,31 days,0
23871,9,B,201703,3,3,3,20170322.0,20170308.0,3139.71,1120.15,2017-03-01,28 days,0
23871,9,B,201704,0,0,0,,,19.24,4.74,2017-04-01,31 days,0
23871,9,B,201705,0,0,0,,,0.0,0.0,2017-05-01,30 days,0
23871,9,B,201706,9,5,2,20170616.0,20170601.0,5040.79,1407.88,2017-06-01,31 days,0
23871,9,B,201707,0,0,0,,,0.0,0.0,2017-07-01,30 days,0
23871,9,B,201708,2,2,1,20170825.0,20170825.0,638.71,134.38,2017-08-01,31 days,0
23871,9,B,201709,1,1,1,20170912.0,20170912.0,169.54,50.54,2017-09-01,31 days,0
23871,9,B,201710,3,2,2,20171017.0,20171016.0,438.08,119.37,2017-10-01,30 days,0
23871,9,B,201711,3,3,2,20171121.0,20171114.0,2193.46,791.08,2017-11-01,31 days,0
23871,9,B,201712,2,2,2,20171228.0,20171204.0,472.09,174.88,2017-12-01,30 days,0
23871,9,B,201801,9,2,1,20180126.0,20180126.0,365.26,110.43,2018-01-01,31 days,0
23871,9,B,201802,14,8,7,20180228.0,20180205.0,1105.78,384.55,2018-02-01,31 days,0
23871,9,B,201803,0,0,0,,,1393.28,412.48,2018-03-01,28 days,0
23871,9,B,201804,1,1,1,20180430.0,20180430.0,620.0,292.0,2018-04-01,31 days,0
23871,9,B,201805,10,7,3,20180531.0,20180522.0,1914.7,750.53,2018-05-01,30 days,0
23871,9,B,201806,4,3,2,20180625.0,20180601.0,1108.54,367.17,2018-06-01,31 days,0
23871,9,B,201807,1,1,1,20180730.0,20180730.0,750.53,103.82,2018-07-01,30 days,0
23871,9,B,201808,2,2,1,20180822.0,20180822.0,1968.22,836.59,2018-08-01,31 days,0
23871,9,B,201809,0,0,0,,,0.0,0.0,2018-09-01,31 days,0
23871,9,B,201810,1,1,1,20181002.0,20181002.0,206.8,46.0,2018-10-01,30 days,0
23871,9,B,201811,0,0,0,,,0.0,0.0,2018-11-01,31 days,0
23871,9,B,201812,1,1,1,20181217.0,20181217.0,1325.23,427.28,2018-12-01,30 days,0
23871,9,B,201901,2,2,1,20190128.0,20190128.0,61.92,17.34,2019-01-01,31 days,0
23871,9,B,201902,0,0,0,,,46.54,13.96,2019-02-01,31 days,0
23871,9,B,201903,1,1,1,20190312.0,20190312.0,24.54,6.76,2019-03-01,28 days,0
23871,9,B,201904,1,1,1,20190404.0,20190404.0,612.33,267.32,2019-04-01,31 days,0
23871,9,B,201905,0,0,0,,,0.0,0.0,2019-05-01,30 days,0
23871,9,B,201907,0,0,0,,,1335.5,343.32,2019-07-01,61 days,0
23871,9,B,201908,11,10,5,20190830.0,20190801.0,10156.49,2408.09,2019-08-01,31 days,0
23871,9,B,201909,1,1,1,20190912.0,20190912.0,245.74,58.88,2019-09-01,31 days,0
23871,9,B,201910,0,0,0,,,0.0,0.0,2019-10-01,30 days,0
23871,9,B,201911,1,1,1,20191126.0,20191126.0,300.0,69.49,2019-11-01,31 days,0
23871,9,B,201912,4,3,2,20191220.0,20191203.0,4479.94,1222.62,2019-12-01,30 days,0
