customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
686505,9,B,201602,1,1,1,20160219.0,20160219.0,30.5,11.94,2016-02-01,,1
686505,9,B,201604,1,1,1,20160414.0,20160414.0,6653.51,1109.87,2016-04-01,60 days,1
686505,9,B,201610,5,4,2,20161010.0,20161007.0,2364.53,555.77,2016-10-01,183 days,1
686505,9,B,201611,6,1,1,20161128.0,20161128.0,21.57,13.54,2016-11-01,31 days,1
686505,9,B,201701,2,2,1,20170116.0,20170116.0,832.88,212.82,2017-01-01,61 days,1
686505,9,B,201702,3,3,2,20170216.0,20170214.0,6920.47,1247.34,2017-02-01,31 days,1
686505,9,B,201703,5,1,3,20170330.0,20170327.0,533.74,259.53,2017-03-01,28 days,1
686505,9,B,201704,8,3,5,20170427.0,20170414.0,3211.06,901.9,2017-04-01,31 days,1
686505,9,B,201705,10,3,2,20170519.0,20170517.0,6244.05,1444.15,2017-05-01,30 days,1
686505,9,B,201706,2,2,1,20170606.0,20170606.0,163.84,-17.7,2017-06-01,31 days,1
686505,9,B,201708,26,7,3,20170814.0,20170810.0,3197.04,782.71,2017-08-01,61 days,1
686505,9,B,201710,10,7,2,20171027.0,20171004.0,1609.74,437.03,2017-10-01,61 days,1
686505,9,B,201712,14,6,3,20171218.0,20171213.0,5772.71,1430.7,2017-12-01,61 days,1
686505,9,B,201801,1,1,2,20180112.0,20180110.0,1283.4,312.77,2018-01-01,31 days,1
686505,9,B,201803,18,8,4,20180326.0,20180309.0,4218.07,1145.18,2018-03-01,59 days,1
686505,9,B,201805,11,4,1,20180522.0,20180522.0,1669.37,389.37,2018-05-01,61 days,1
686505,9,B,201806,15,8,7,20180626.0,20180605.0,6927.23,1555.86,2018-06-01,31 days,1
686505,9,B,201807,11,7,3,20180725.0,20180723.0,9629.03,2204.74,2018-07-01,30 days,1
686505,9,B,201808,8,6,7,20180827.0,20180802.0,8475.27,2064.56,2018-08-01,31 days,1
686505,9,B,201809,17,8,5,20180930.0,20180912.0,14030.3,3667.38,2018-09-01,31 days,1
686505,9,B,201810,9,3,3,20181030.0,20181003.0,15470.71,3641.61,2018-10-01,30 days,1
686505,9,B,201811,4,3,3,20181130.0,20181101.0,3822.29,371.84,2018-11-01,31 days,1
686505,9,B,201812,12,6,4,20181219.0,20181203.0,4891.7,-540.91,2018-12-01,30 days,1
686505,9,B,201901,13,6,4,20190125.0,20190118.0,10011.39,2524.79,2019-01-01,31 days,1
686505,9,B,201902,16,7,2,20190206.0,20190205.0,6306.81,1611.95,2019-02-01,31 days,1
686505,9,B,201903,6,6,3,20190321.0,20190315.0,4913.84,1746.16,2019-03-01,28 days,1
686505,9,B,201904,5,4,4,20190430.0,20190410.0,8518.69,1858.52,2019-04-01,31 days,1
686505,9,B,201905,11,7,3,20190508.0,20190501.0,6399.8,1526.66,2019-05-01,30 days,1
686505,9,B,201906,15,8,3,20190612.0,20190604.0,6964.08,1804.98,2019-06-01,31 days,1
686505,9,B,201907,3,3,2,20190731.0,20190705.0,1083.54,282.85,2019-07-01,30 days,1
686505,9,B,201908,1,1,1,20190807.0,20190807.0,825.94,229.37,2019-08-01,31 days,1
686505,9,B,201909,2,2,2,20190909.0,20190906.0,121.42,31.91,2019-09-01,31 days,1
686505,9,B,201911,4,3,1,20191121.0,20191121.0,259.44,66.2,2019-11-01,61 days,1
