customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
162438,7,B,201601,5,3,3,20160128.0,20160107.0,822.81,307.04,2016-01-01,,1
162438,7,B,201602,5,2,2,20160223.0,20160203.0,850.46,286.06,2016-02-01,31 days,1
162438,7,B,201603,3,2,2,20160331.0,20160330.0,293.13,91.66,2016-03-01,29 days,1
162438,7,B,201604,10,4,2,20160420.0,20160418.0,560.28,207.16,2016-04-01,31 days,1
162438,7,B,201606,1,1,1,20160628.0,20160628.0,127.0,33.64,2016-06-01,61 days,1
162438,7,B,201607,20,7,3,20160715.0,20160712.0,5954.55,1487.6,2016-07-01,30 days,1
162438,7,B,201610,3,2,1,20161007.0,20161007.0,612.03,197.09,2016-10-01,92 days,1
162438,7,B,201611,4,3,1,20161122.0,20161122.0,266.04,99.81,2016-11-01,31 days,1
162438,7,B,201701,1,1,2,20170125.0,20170118.0,1833.76,502.76,2017-01-01,61 days,1
162438,7,B,201702,21,4,6,20170228.0,20170206.0,8327.36,2253.59,2017-02-01,31 days,1
162438,7,B,201703,25,11,9,20170328.0,20170307.0,3760.54,1348.06,2017-03-01,28 days,1
162438,7,B,201704,6,5,4,20170421.0,20170410.0,842.17,285.56,2017-04-01,31 days,1
162438,7,B,201705,4,3,2,20170530.0,20170518.0,169.28,73.55,2017-05-01,30 days,1
162438,7,B,201706,13,3,4,20170623.0,20170601.0,1891.02,712.53,2017-06-01,31 days,1
162438,7,B,201707,6,5,3,20170728.0,20170705.0,1480.52,418.81,2017-07-01,30 days,1
162438,7,B,201708,17,10,5,20170830.0,20170802.0,3148.47,949.15,2017-08-01,31 days,1
162438,7,B,201709,2,2,1,20170918.0,20170918.0,498.6,166.94,2017-09-01,31 days,1
162438,7,B,201711,3,2,2,20171117.0,20171115.0,1445.32,236.16,2017-11-01,61 days,1
162438,7,B,201801,4,2,1,20180129.0,20180129.0,75.28,32.84,2018-01-01,61 days,1
162438,7,B,201803,8,5,2,20180320.0,20180302.0,265.19,113.66,2018-03-01,59 days,1
162438,7,B,201804,4,3,3,20180430.0,20180404.0,1038.46,411.24,2018-04-01,31 days,1
162438,7,B,201805,0,0,0,,,150.1,44.3,2018-05-01,30 days,1
162438,7,B,201807,3,3,3,20180726.0,20180717.0,488.25,169.78,2018-07-01,61 days,1
162438,7,B,201808,9,5,2,20180806.0,20180803.0,2091.33,608.03,2018-08-01,31 days,1
