customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
204311,8,B,201601,7,4,5,20160128.0,20160107.0,7866.09,1801.83,2016-01-01,,0
204311,8,B,201603,8,1,3,20160317.0,20160303.0,1012.15,276.12,2016-03-01,60 days,0
204311,8,B,201604,10,4,4,20160415.0,20160408.0,1026.82,176.36,2016-04-01,31 days,0
204311,8,B,201605,20,5,5,20160531.0,20160511.0,17106.16,2540.97,2016-05-01,30 days,0
204311,8,B,201606,28,6,7,20160630.0,20160602.0,23146.7,3407.01,2016-06-01,31 days,0
204311,8,B,201607,14,6,6,20160729.0,20160708.0,12931.1,1687.01,2016-07-01,30 days,0
204311,8,B,201608,8,4,5,20160825.0,20160801.0,12851.03,2351.73,2016-08-01,31 days,0
204311,8,B,201609,1,1,1,20160906.0,20160906.0,1000.76,183.26,2016-09-01,31 days,0
204311,8,B,201610,0,0,0,,,164.0,59.0,2016-10-01,30 days,0
204311,8,B,201611,11,7,3,20161130.0,20161118.0,6625.82,1186.51,2016-11-01,31 days,0
204311,8,B,201612,7,6,4,20161215.0,20161201.0,5968.01,1108.0,2016-12-01,30 days,0
204311,8,B,201703,3,1,1,20170322.0,20170322.0,952.72,171.98,2017-03-01,90 days,0
204311,8,B,201704,11,3,4,20170428.0,20170420.0,9793.13,1565.67,2017-04-01,31 days,0
204311,8,B,201705,1,1,1,20170508.0,20170508.0,1811.82,340.32,2017-05-01,30 days,0
204311,8,B,201706,22,5,4,20170626.0,20170607.0,8692.08,1431.21,2017-06-01,31 days,0
204311,8,B,201707,13,6,4,20170731.0,20170719.0,23562.28,2126.83,2017-07-01,30 days,0
204311,8,B,201708,22,7,5,20170829.0,20170803.0,7307.26,877.53,2017-08-01,31 days,0
204311,8,B,201709,9,6,4,20170920.0,20170905.0,23754.0,4152.49,2017-09-01,31 days,0
204311,8,B,201710,8,4,5,20171025.0,20171004.0,12708.68,1647.5,2017-10-01,30 days,0
204311,8,B,201711,21,7,3,20171110.0,20171101.0,10098.57,1154.26,2017-11-01,31 days,0
204311,8,B,201803,11,4,5,20180329.0,20180306.0,10170.16,1336.44,2018-03-01,120 days,0
204311,8,B,201804,15,3,2,20180413.0,20180410.0,3651.96,462.95,2018-04-01,31 days,0
204311,8,B,201805,0,0,0,,,-25.0,-25.0,2018-05-01,30 days,0
204311,8,B,201806,14,2,4,20180621.0,20180601.0,10188.13,1726.23,2018-06-01,31 days,0
204311,8,B,201807,1,1,1,20180711.0,20180711.0,181.72,61.96,2018-07-01,30 days,0
204311,8,B,201808,6,3,1,20180808.0,20180808.0,5313.59,845.9,2018-08-01,31 days,0
204311,8,B,201809,13,5,4,20180926.0,20180905.0,1308.8,294.98,2018-09-01,31 days,0
204311,8,B,201811,1,1,1,20181127.0,20181127.0,973.32,226.14,2018-11-01,61 days,0
204311,8,B,201812,4,1,1,20181211.0,20181211.0,427.94,114.52,2018-12-01,30 days,0
204311,8,B,201901,1,1,1,20190103.0,20190103.0,63.09,23.89,2019-01-01,31 days,0
204311,8,B,201902,1,1,2,20190226.0,20190204.0,10728.14,1867.86,2019-02-01,31 days,0
204311,8,B,201903,1,1,1,20190321.0,20190321.0,223.22,43.96,2019-03-01,28 days,0
204311,8,B,201905,11,2,2,20190516.0,20190508.0,2398.88,595.59,2019-05-01,61 days,0
204311,8,B,201906,3,2,2,20190614.0,20190611.0,8480.45,1779.26,2019-06-01,31 days,0
204311,8,B,201907,4,1,1,20190729.0,20190729.0,1482.88,332.04,2019-07-01,30 days,0
204311,8,B,201908,14,4,2,20190814.0,20190812.0,9297.61,2343.28,2019-08-01,31 days,0
204311,8,B,201909,4,3,2,20190930.0,20190909.0,8886.63,1598.52,2019-09-01,31 days,0
204311,8,B,201910,5,1,2,20191031.0,20191017.0,5857.81,1229.5,2019-10-01,30 days,0
204311,8,B,201911,0,0,0,,,0.0,0.01,2019-11-01,31 days,0
204311,8,B,201912,5,3,2,20191217.0,20191216.0,4658.12,1068.78,2019-12-01,30 days,0
