,Num_Prob,Y,,THRESHOLD,,,CONFUSION MATRIX,,
182,0.011190015,0,,,,,,,
183,0.643231023,1,,,,,,,
184,0.005317361,1,,,,,,,
185,0.455028406,0,,,,,,,
186,0.643231023,1,,,,,,,
187,0.643231023,1,,,,,,,
188,0.573103457,1,,,,,,,
189,0.608339852,0,,,,,,,
190,0.234534013,0,,,,,,,
191,0.643231023,1,,,,,,,
192,0.643231023,0,,,,,,,
193,0.316620443,0,,,,,,,
194,7.21E-05,0,,,,,,,
195,0.56638281,1,,,,,,,
196,0.239491802,1,,,,,,,
197,0.573103457,1,,,,,,,
198,0.310718334,0,,,,,,,
199,0.642856685,0,,,,,,,
200,0.525140941,0,,,,,,,
201,0.624964957,1,,,,,,,
202,0.642856685,0,,,,,,,
203,0.393819053,0,,,,,,,
204,0.608339852,0,,,,,,,
205,0.624964957,0,,,,,,,
206,0.011190015,0,,,,,,,
207,0.563514834,0,,,,,,,
208,0.038866492,0,,,,,,,
209,0.464736509,0,,,,,,,
210,0.111858788,1,,,,,,,
211,0.642856685,1,,,,,,,
212,0.631368589,1,,,,,,,
213,0.525140941,0,,,,,,,
214,0.642856685,0,,,,,,,
215,0.642856685,0,,,,,,,
216,0.643231023,0,,,,,,,
217,0.608339852,0,,,,,,,
218,0.642856685,0,,,,,,,
219,0.525140941,0,,,,,,,
220,0.643231023,1,,,,,,,
221,0.62222601,1,,,,,,,
222,0.631368589,0,,,,,,,
223,0.631368589,0,,,,,,,
224,0.634212199,0,,,,,,,
225,0.005255998,1,,,,,,,
226,0.000188761,0,,,,,,,
227,0.636914954,0,,,,,,,
228,0.643231023,1,,,,,,,
229,0.626110975,1,,,,,,,
230,0.631368589,1,,,,,,,
231,0.643231023,0,,,,,,,
232,0.643231023,1,,,,,,,
233,0.608339852,1,,,,,,,
234,0.636537733,1,,,,,,,
235,0.631368589,0,,,,,,,
236,0.643231023,1,,,,,,,
237,0.525140941,1,,,,,,,
238,0.067256614,1,,,,,,,
239,0.636537733,0,,,,,,,
240,0.632506545,1,,,,,,,
241,0.634212199,1,,,,,,,
242,0.633833785,1,,,,,,,
243,0.068997075,1,,,,,,,
244,0.608339852,0,,,,,,,
245,0.002467553,0,,,,,,,
246,0.518299869,1,,,,,,,
247,0.643231023,1,,,,,,,
248,0.608339852,1,,,,,,,
249,0.642856685,1,,,,,,,
250,0.038866492,1,,,,,,,
251,0.634212199,1,,,,,,,
252,0.563514834,1,,,,,,,
253,0.464736509,0,,,,,,,
254,0.62222601,0,,,,,,,
255,0.643231023,0,,,,,,,
256,0.001119991,1,,,,,,,
257,0.005464353,0,,,,,,,
258,0.56638281,0,,,,,,,
259,0.633833785,0,,,,,,,
260,0.310718334,1,,,,,,,
261,0.62222601,0,,,,,,,
262,0.642856685,1,,,,,,,
263,0.643231023,0,,,,,,,
264,0.636914954,0,,,,,,,
265,0.573103457,0,,,,,,,
