churn,Prob
0,0.4050207987227858
1,0.4847322919088509
0,0.2955635817674822
0,0.25718137499553434
1,0.3863032225018564
1,0.3463732983059929
0,0.6192877185048268
1,0.3740572723269504
0,0.3678765610564423
1,0.5488491928138164
1,0.43781215337271273
0,0.642889817838162
0,0.6312111632610076
1,0.25521894759058267
0,0.396028942090306
0,0.48737189709169704
0,0.6051918524656631
1,0.6876130561159427
0,0.3089849768023905
1,0.300138784608235
0,0.2933583701187027
0,0.2128592954123682
1,0.6911336370407429
1,0.69749769516706
1,0.6227344760610561
0,0.5299267359888342
1,0.5538148336313109
0,0.28004962865183275
0,0.638200531103798
0,0.43256507352913426
0,0.38315319161754924
0,0.5554584360614837
1,0.638200531103798
0,0.40903098978930064
0,0.28780779831143805
1,0.3518813232071513
1,0.27138426437877256
0,0.2551516916664248
1,0.5567497315595635
0,0.4919478227198167
0,0.35057907022243145
1,0.6911336370407429
0,0.7229468097178585
0,0.386218930629464
1,0.5867651161426023
0,0.49317822117666354
0,0.2561495731827605
0,0.3224072064447562
1,0.6604963006989433
1,0.22286629579244535
0,0.3059778800069447
1,0.740779908347696
1,0.40352573317542506
1,0.6343332511978514
0,0.6876130561159427
0,0.631325338809529
0,0.4009990072510379
0,0.2480014227443324
0,0.5897278513681832
1,0.25390042161019877
0,0.3263557688457787
0,0.29826711771926206
1,0.47366858691178043
0,0.2243585446940514
1,0.6051918524656631
0,0.30106746617680136
1,0.31568661212436827
1,0.5225464998314554
1,0.6363306472634577
0,0.39764909901692647
1,0.3119104158872228
0,0.34700705931464465
0,0.7040286777135274
0,0.5939632726297671
1,0.319025695953813
0,0.21245693650982414
0,0.31355548311749787
1,0.2602810355361547
1,0.4268085601208561
1,0.24472702239357247
0,0.5297867168046053
1,0.3861819389485946
1,0.2811715851403513
1,0.5821114246717147
1,0.27099035495251106
0,0.3792491993876273
1,0.4320229881814011
0,0.2685384144197681
0,0.4097514973168564
0,0.2929321946875148
0,0.4625271419000465
1,0.24820116064155937
1,0.6102442054549773
1,0.25056382534591437
1,0.2550921155626788
1,0.3625123267544418
1,0.6259419707469334
0,0.6911336370407429
1,0.45066219431267557
1,0.6229758752812123
0,0.4569312768784179
0,0.7229468097178585
0,0.6017785540571667
1,0.44601713079237726
1,0.31753300688009206
1,0.6928667889304138
0,0.2890808190041503
0,0.22531546401528235
0,0.5685532985479895
1,0.7139202656095144
1,0.5063808143791381
1,0.5941859280185093
0,0.6796816665414027
0,0.6662144697645939
1,0.47151440594594274
0,0.5466506223909994
0,0.5768861422880591
0,0.6626288040031427
0,0.29093848687358226
0,0.2653574057499619
0,0.3745851895217621
1,0.69749769516706
1,0.6945687588399375
1,0.6859070343692452
0,0.3156576233697012
1,0.3742038441117327
0,0.24321436885591458
0,0.3604904114207617
0,0.6876130561159427
0,0.3742038441117327
1,0.4823070678381199
1,0.25355347523081717
1,0.6544225570227322
0,0.3370248270363372
0,0.40969772153581296
0,0.42670199556241356
1,0.6662144697645939
0,0.24153871721377015
0,0.23907906719668068
0,0.33175008224689256
1,0.6488194413033935
0,0.2623570903127047
0,0.3225119879783015
1,0.6041123118957133
1,0.6051918524656631
1,0.6091446537390803
0,0.5150492661580794
1,0.7264262949543365
1,0.5732592000859621
1,0.33751896985290303
1,0.5085791624995881
1,0.740779908347696
0,0.5554473136037007
1,0.6450433435583335
1,0.42579626185342284
1,0.2537729557379729
0,0.20649207509821899
1,0.5596122065043637
1,0.25174055909408843
0,0.3335971613836747
1,0.6489464102845931
0,0.2334090463380971
1,0.3915767879171164
0,0.48789868361200783
0,0.4373102423294163
1,0.5589144881750782
0,0.23915713610101605
0,0.6227344760610561
0,0.40812252095364504
0,0.28367345285482903
0,0.5080882478153124
0,0.3249930848125885
1,0.7139202656095144
1,0.6198131094168149
1,0.5122610582212811
1,0.631325338809529
1,0.27929002170445016
1,0.2862535597690745
0,0.2629111996039841
1,0.6544225570227322
1,0.28677361227777104
0,0.3883406888361672
1,0.631325338809529
1,0.27271338223708935
1,0.3461595277856578
0,0.20617007739243587
1,0.26659518936549653
0,0.2686753695273687
0,0.3010197930868908
1,0.6343332511978514
1,0.33579868606509855
0,0.47877583156224846
1,0.7229468097178585
0,0.548552085783304
0,0.21612155893785256
0,0.5407825068335184
1,0.4794117288290189
0,0.5679798167696597
0,0.45200350962809416
1,0.7016875424688187
1,0.6200809974344041
0,0.28692781043152377
0,0.2112871482925683
1,0.39550055415205293
0,0.3567410781797605
0,0.3581127176015317
0,0.33620784056807035
1,0.5059482042350463
1,0.6091446537390803
1,0.3073006295597941
0,0.2566632569172537
0,0.388140989202062
1,0.24083410625450502
1,0.607412235566941
0,0.6911336370407429
1,0.5218421571246507
0,0.6097927178023328
0,0.22350771645904943
0,0.48170786927871206
0,0.25414179075931304
1,0.7453320731132663
1,0.6023549045883886
0,0.5705209309511212
1,0.6662144697645939
0,0.5805060340339983
0,0.33378232147276116
0,0.24812151253669734
0,0.6911336370407429
1,0.5708944832771035
1,0.6904396302435061
1,0.5224950782610835
0,0.3498517981500406
0,0.30820664383503155
1,0.4169153916709002
1,0.5568285952366088
0,0.5717766562957305
1,0.607412235566941
0,0.29697576637850837
1,0.1794899106342002
0,0.3284748988090533
1,0.5435040059885532
0,0.6186251274677079
1,0.2649860129041266
1,0.5069772514062527
1,0.6323540644440511
1,0.28468532935996366
0,0.40812252095364504
0,0.2294473961656236
1,0.52791184408541
0,0.24160452283480138
0,0.4310119753803996
0,0.5452134436971007
0,0.652350918822559
0,0.5517239017373259
0,0.631325338809529
0,0.3511819119523564
0,0.5536671357203324
0,0.5732592000859621
1,0.41348671379950236
0,0.22035666301032344
1,0.6363306472634577
0,0.45578558600102675
0,0.5573183901890675
0,0.7453320731132663
1,0.24411626062353628
1,0.2755228654608611
0,0.23511864266356644
1,0.6915485371361653
1,0.6430747029097418
0,0.2300853910051721
1,0.44227192885470273
1,0.5543242434177773
0,0.631325338809529
1,0.4198459542887577
1,0.38210685573926373
1,0.31109581098078726
1,0.4887097477220945
1,0.6085301916568887
1,0.3378939197199769
1,0.6177512381304405
0,0.3652470050053717
0,0.5215362769395132
0,0.2586883275668824
0,0.4492538195163762
0,0.3797946372231422
0,0.3267339394129402
0,0.2273950818914617
1,0.5536671357203324
1,0.6911336370407429
0,0.4661399332452567
0,0.2436636851447675
1,0.7139202656095144
1,0.6208488855410066
1,0.5689739131841246
1,0.69749769516706
0,0.22013528528842724
1,0.635619451058476
1,0.4965435187129089
0,0.2317861931415545
0,0.3407334583528954
1,0.5644310572633082
0,0.5100007457373363
0,0.49122969731189553
1,0.5779937665729767
0,0.3225953488652752
0,0.69749769516706
1,0.41702281750666903
1,0.4736080022346114
0,0.2562673428416007
1,0.6085301916568887
0,0.22038133389472156
0,0.25596144254980974
1,0.5075813966131363
1,0.5167551347625495
1,0.6467299743283697
1,0.6915485371361653
0,0.5301879261009405
0,0.5839243766918895
1,0.6986164135051925
1,0.5661347419923776
0,0.25994552602124
0,0.2663662139970794
1,0.27688521104391656
1,0.29828570451706604
0,0.27332876830329
1,0.631325338809529
0,0.4724753991563611
0,0.3312831282793817
0,0.24074584992933915
1,0.5646918418094372
1,0.6343332511978514
1,0.5646918418094372
1,0.635619451058476
0,0.2910744655590562
1,0.5307714575191148
1,0.3761215771062078
0,0.560996649183807
1,0.6227344760610561
0,0.6177512381304405
0,0.6200809974344041
0,0.5325512395708151
0,0.5685532985479895
1,0.2887336128623924
0,0.6104113927984316
0,0.6227344760610561
0,0.5533361775121023
0,0.2730783683480525
1,0.2862524105720347
0,0.2138779669766091
0,0.5063139949382394
1,0.7139202656095144
0,0.635619451058476
1,0.4455577546971661
1,0.21805534762004966
1,0.25559033744767834
1,0.638200531103798
1,0.6343332511978514
1,0.4752683115467707
0,0.47183427210250095
1,0.2317989004861397
1,0.22628080678298745
0,0.3458157980352288
0,0.5545972978233151
0,0.251292645486691
0,0.21808273826007857
1,0.5683916268695565
1,0.6876130561159427
0,0.2572890388167078
0,0.6085301916568887
1,0.3624252948977484
1,0.5407825068335184
0,0.4469143281275961
0,0.32330814436651595
0,0.34293664824670705
1,0.5167551347625495
0,0.510686970430954
1,0.6466321088859562
0,0.2164754623255038
0,0.24789818197505392
1,0.63876237068582
1,0.540765162655418
0,0.6041490027609399
1,0.29380319560587936
1,0.5322166474053869
1,0.7139202656095144
1,0.4308125703019929
0,0.3065100820011354
1,0.518991113225102
0,0.6227344760610561
0,0.3771031734020983
0,0.2199968812055398
0,0.3479097631130712
1,0.62610624240867
0,0.26691402058893754
1,0.4719215356699369
1,0.44755951260145027
0,0.21337429640622968
1,0.24833931630473538
1,0.19721325274573326
0,0.2506401506859396
0,0.633770825748232
1,0.23174550827131618
1,0.6876130561159427
1,0.6120164032187038
0,0.3252036825919152
0,0.28582934663824877
1,0.5974060738826904
0,0.43252934894072165
1,0.6285763848512409
0,0.24699779667864646
0,0.24308585828775087
1,0.42993574331076884
1,0.39611852504481676
0,0.6097927178023328
1,0.6097927178023328
0,0.22716849917133983
0,0.33626287492208656
1,0.7139202656095144
0,0.5357812288428796
0,0.2904262342766859
0,0.6436389071799441
0,0.6082010921763181
1,0.5897278513681832
1,0.23736470033365362
0,0.23107203798803969
1,0.5565387594912587
0,0.6091446537390803
0,0.22705061738905433
1,0.27862064224952626
0,0.3334722756907161
1,0.3666463818361824
0,0.5377625636948389
1,0.22771209994278868
0,0.5027373774061608
0,0.29909923372411845
0,0.26151878624559155
0,0.6662144697645939
0,0.21484443931796518
1,0.4905663244374385
1,0.6091446537390803
0,0.23398491388590967
1,0.7085202069477712
0,0.3299032927500489
0,0.5810354837854405
1,0.5597040885096662
1,0.6227344760610561
1,0.35892112757478245
1,0.7229468097178585
0,0.5683916268695565
1,0.4778543283230272
0,0.2435080926985339
0,0.24617739687968512
1,0.6811947763634749
1,0.630888971758555
1,0.5805060340339983
0,0.23689668580740625
1,0.5040757883025229
0,0.638200531103798
0,0.6450433435583335
0,0.636034181589833
0,0.42138479237716653
0,0.6041490027609399
0,0.22357297484126315
0,0.2608129848583937
1,0.6074152933464452
0,0.49404052052130837
1,0.374669518702935
0,0.5403687522054781
0,0.4393491046086749
1,0.5260243766723536
1,0.4396115532177622
0,0.29008581566425506
0,0.35064670569650586
0,0.23745262679586737
0,0.2301961637799286
1,0.5870208617294207
1,0.2953860644197356
0,0.22617187105716227
0,0.6085301916568887
0,0.48927144290465757
1,0.4405114801390754
1,0.5532187817581665
1,0.3014163650587092
0,0.4576117484142931
0,0.2838346400318809
0,0.6876801635783488
0,0.23557598623649023
1,0.6229758752812123
1,0.38586344681562884
0,0.5848840508201577
1,0.6847803320175347
0,0.41396904361182923
0,0.28061685482271065
0,0.20975746037903178
1,0.5917582107134083
1,0.5596122065043637
0,0.5316712454762947
0,0.6085301916568887
1,0.42371448420909597
0,0.3174485582852874
0,0.3978278063239486
1,0.6331544703134355
0,0.4075111184785084
1,0.39135368652873065
0,0.22820674809948877
0,0.2881047750754697
1,0.5897278513681832
0,0.4550705384609302
1,0.6097927178023328
0,0.24227527141222627
0,0.2973734612116235
0,0.51850595746325
0,0.548552085783304
0,0.2237007310243344
1,0.6198131094168149
0,0.437784400125625
0,0.5477749543310824
0,0.31549402269032867
1,0.2946497106082106
0,0.23489092046471266
0,0.7157401349069242
0,0.5761524682058504
1,0.6091446537390803
0,0.21260395546740765
0,0.37280183045546333
1,0.636034181589833
0,0.2624129732487768
1,0.5974060738826904
1,0.6450433435583335
1,0.22504089874180816
0,0.23790619522581002
0,0.40119813139344207
0,0.4847570214017401
1,0.607412235566941
0,0.6981724974329269
0,0.2685032353821014
0,0.48741955310672436
0,0.31419055218150904
0,0.2551781519005288
0,0.5435040059885532
1,0.6728620788521635
0,0.2277961260075625
0,0.44164990880914223
1,0.29403389270718505
0,0.548552085783304
0,0.34670231159200215
0,0.6430747029097418
0,0.5109816907308686
1,0.5835878725103064
0,0.5189155735826547
0,0.7264262949543365
1,0.45378769385605233
0,0.21995626806077503
0,0.40731407069390446
0,0.3363425671433529
0,0.29744058893139846
1,0.311110027838539
1,0.616670915719435
1,0.4847322919088509
1,0.6167944597081764
1,0.5870208617294207
1,0.3100429189666368
0,0.5683916268695565
0,0.6000558155265326
0,0.6796816665414027
0,0.5516477174041605
0,0.25838279688300175
1,0.5495819949511056
1,0.545672644134046
1,0.4955211069294003
0,0.6430747029097418
0,0.6662144697645939
0,0.4115649020085758
0,0.2469799292996582
1,0.422685677264552
1,0.7139202656095144
1,0.5340131853538822
0,0.4724095463008438
0,0.2510739082123059
0,0.2334268449424997
0,0.37934332898006434
0,0.28030589940517525
1,0.446658323553641
1,0.3923688334753851
0,0.323917582582428
1,0.5870208617294207
0,0.28436660014914233
0,0.33770798339310815
1,0.49514727249521046
0,0.27644051550157855
0,0.2522897987030113
1,0.5276654161782731
0,0.354251412484338
1,0.3464847167645674
0,0.6195352974534676
0,0.4689649340476036
0,0.2343382572882708
0,0.39248722002317593
1,0.2373281522945634
1,0.6242684504872278
1,0.32558271425046037
0,0.5356581732547001
1,0.2676080108785082
1,0.4598147370228376
1,0.2599767470619355
0,0.2385000185510972
1,0.5301879261009405
1,0.6000884071267679
1,0.7453320731132663
1,0.3640216566195464
0,0.39586889891701
0,0.23929621806239917
0,0.553087395911065
0,0.3304676307177728
1,0.6450433435583335
0,0.2567215475389039
1,0.3930039966684197
1,0.5825746922573561
0,0.5167551347625495
1,0.6450433435583335
0,0.2546571432023997
0,0.3317461087605196
0,0.24321238467496484
1,0.5811399595650358
0,0.26590256872800266
0,0.7229468097178585
0,0.31425502000402394
1,0.59012854956962
0,0.3379923431779323
1,0.28172290333665256
0,0.542219049047052
0,0.48998686165743016
0,0.25089151253878494
0,0.47098321511442404
1,0.6242684504872278
0,0.23956985326402086
1,0.594744127058405
1,0.2770211303564714
1,0.3776487733807624
0,0.5460468003651381
0,0.6937581344584307
1,0.5620862195502442
1,0.23605293149731968
0,0.69749769516706
0,0.36807569068828755
0,0.28314715768397253
0,0.27730160474282556
0,0.5218421571246507
1,0.3924556987673098
0,0.5178194066148873
1,0.6006476539452918
1,0.4320448359141483
0,0.517966954656809
0,0.28681793978877757
1,0.23842267222510968
1,0.6211834801973312
1,0.3467888993243414
0,0.638200531103798
1,0.3199488951482309
1,0.5407825068335184
0,0.3905666676435681
0,0.2621174136468706
1,0.4341961724507002
1,0.6363306472634577
0,0.5534466923582868
0,0.633770825748232
1,0.7229468097178585
1,0.6085301916568887
0,0.29646054442832537
0,0.5974060738826904
0,0.6430747029097418
0,0.28748401402176094
1,0.5083586991589311
0,0.27314300574732864
1,0.2300992265353901
0,0.30999096098978823
0,0.2607618679504648
1,0.31234739856815424
0,0.3342107272858614
0,0.5885557836185495
0,0.29167071392509125
0,0.22716198361456302
1,0.2616466222134109
0,0.6604963006989433
0,0.589120474493412
1,0.34055681223909867
0,0.33629742951266417
1,0.628327893027896
1,0.59012854956962
0,0.37088416626452514
0,0.42255916173121555
0,0.39484892559410156
0,0.4393491046086749
0,0.39532561601210614
0,0.33983973041560683
1,0.5285751681322367
0,0.6488020502747334
1,0.7139202656095144
0,0.2983245868614959
1,0.41421777558919487
1,0.4147882446235802
0,0.25072122317456513
0,0.3652470050053717
0,0.22869700442101054
1,0.7157401349069242
0,0.31499341925361574
0,0.25302700979544357
0,0.4848725231123323
1,0.6091446537390803
1,0.3157015060830208
0,0.38939939302103915
1,0.386999943200934
1,0.32923220831040384
1,0.6343332511978514
0,0.2550883051494547
0,0.22606515730064886
1,0.6796816665414027
1,0.6911336370407429
1,0.6067341290644553
0,0.4634262952763709
0,0.3387737108726296
1,0.554935053887861
1,0.6186174260332387
1,0.3180203214568328
1,0.6091446537390803
1,0.6450433435583335
1,0.29788951916814366
1,0.5826494380588589
1,0.5597659961897034
1,0.698306736130478
0,0.520433268505623
0,0.6811947763634749
0,0.26137949373021907
0,0.6954035968353691
0,0.2891674736661309
1,0.507604086964956
0,0.5407978455966101
0,0.5466506223909994
0,0.44602400062426484
0,0.2781716460510706
0,0.2959930934934415
1,0.6430747029097418
0,0.6023549045883886
0,0.38016994636994395
0,0.30609419348198047
0,0.5299267359888342
0,0.6662144697645939
1,0.34015074707550996
0,0.3446858914104578
0,0.47512123402734024
0,0.31841389326280606
1,0.5699137966401491
0,0.5076006674969151
0,0.31829247070799016
1,0.4414037222507641
1,0.3541470098536676
0,0.5326792928243602
1,0.5452134436971007
0,0.22711593935245158
0,0.29750266459551783
1,0.6876130561159427
0,0.4131167771485533
0,0.28975860506496653
1,0.3332259474846187
1,0.3433974489333893
0,0.2571459863825787
0,0.23064232437079538
0,0.25071840122628325
1,0.5066636508759182
1,0.5411769064676427
0,0.2887915367422395
1,0.5134505007003286
0,0.4791741100696512
0,0.6662144697645939
0,0.6544225570227322
0,0.31462710260677035
1,0.631325338809529
0,0.5870208617294207
0,0.3935811785486569
1,0.5604694151614672
1,0.5558328007203542
1,0.5691029546588574
0,0.36581966932070614
1,0.6091446537390803
0,0.5732592000859621
0,0.4030975046473071
0,0.25608170762343024
0,0.341152985572099
0,0.2883454586739323
0,0.5314753922122099
1,0.5839583603757031
1,0.43308846942406337
0,0.37464394987330973
1,0.38129069960604683
0,0.27529597532690536
0,0.5465556905337511
0,0.4583566819470709
1,0.6889650447392931
0,0.6710199913376494
1,0.713558227658773
1,0.6430747029097418
0,0.328497958831976
0,0.21392074776248587
0,0.31666293013271385
1,0.616670915719435
0,0.2862495794999571
0,0.3844949828165051
1,0.6639603284467315
1,0.4653126578484627
0,0.2969756869844173
0,0.554935053887861
0,0.23655556082282414
1,0.5411769064676427
0,0.6407014810871722
0,0.6480154275423989
0,0.538070039102507
1,0.2896331161827985
1,0.5012468091836467
0,0.49206703501683735
0,0.3495611093652078
1,0.5494116858324423
0,0.3941313033604104
1,0.3631249207306647
0,0.24755770678102942
0,0.2286849437465938
1,0.5840232373976271
1,0.2693485467075051
0,0.4736080022346114
1,0.5481274816723732
0,0.5167551347625495
0,0.35427907191710123
1,0.2948864746316896
1,0.32574099143126695
0,0.698306736130478
0,0.26257501164613983
1,0.5915428377404727
0,0.2144249950250548
1,0.5924348352846329
0,0.5602491164537806
0,0.32068307314896005
0,0.26388410964749687
1,0.5429754817157294
1,0.6450433435583335
0,0.2691386079252425
0,0.2648377011756777
1,0.33010888338691297
0,0.49901135435372135
1,0.5276149869759151
0,0.4527791716555794
1,0.6227344760610561
1,0.34234452899132023
1,0.6343332511978514
0,0.3636401209607175
1,0.48883134625671143
0,0.24061881180969694
0,0.44662670377373825
0,0.4177965396317838
0,0.49521335274517553
0,0.2877071037667438
1,0.5732592000859621
1,0.5301879261009405
1,0.5865141559691341
1,0.2360359327200248
0,0.21088902701406856
0,0.6085301916568887
1,0.35599299971240195
0,0.24226049907754016
1,0.7453320731132663
1,0.5031917650628168
0,0.59012854956962
1,0.4140652319860041
1,0.6876130561159427
0,0.23530150900334157
0,0.4792689281106803
0,0.23784201329997565
0,0.3540012260479024
1,0.5678715274120504
0,0.240000688570082
0,0.6933244887205988
0,0.38124402555015724
1,0.6639603284467315
1,0.5232701366403396
1,0.6450433435583335
0,0.3430089722391495
1,0.7229468097178585
0,0.3826704132240063
0,0.22882440283961325
1,0.6039096181802897
0,0.24576567630424043
0,0.27398438743573983
0,0.36451038122239937
0,0.4056711774112026
0,0.3221436958360294
1,0.4680854938836415
1,0.5730238799510159
0,0.22320303474647246
0,0.449949271709129
1,0.26548871747032216
1,0.6051918524656631
0,0.2746786497943574
0,0.5167551347625495
0,0.633770825748232
1,0.3828119679911373
0,0.33881976278146253
1,0.7139202656095144
0,0.2702011201494564
1,0.5572197942110302
0,0.3486445404895632
0,0.7139202656095144
0,0.2923402929486219
1,0.7157401349069242
0,0.289788648159142
0,0.35682053441055084
1,0.5531067200597471
1,0.5180575881930447
0,0.43781215337271273
1,0.6876130561159427
1,0.548552085783304
0,0.29419330926347104
1,0.24149471203732786
0,0.2655344808978598
0,0.2492016681433678
0,0.23538162862664475
0,0.29840347830449104
0,0.41216184958130064
1,0.3599365888324982
1,0.4142073872032518
0,0.24930148068253172
1,0.5383320924487008
1,0.25112326844037247
1,0.5326792928243602
0,0.24465384434115184
1,0.6430747029097418
0,0.38925495135741683
0,0.6343332511978514
1,0.6167944597081764
1,0.5550543483097911
1,0.6694774035190525
0,0.23392043784489175
1,0.47985641979095994
1,0.49840057512028646
1,0.5407825068335184
1,0.3298084665327803
1,0.2855687686630468
0,0.4778543283230272
0,0.3267025312129246
1,0.4791692707290888
0,0.2732292356679475
0,0.6109836546926108
1,0.4824464563117859
0,0.24307421620428027
1,0.4538684072319285
0,0.24650974837888093
1,0.6639603284467315
0,0.39148613367041774
0,0.5342430903325556
1,0.4682287464117941
0,0.5411769064676427
0,0.2526933468454707
1,0.6051918524656631
1,0.41795218266910045
1,0.6876130561159427
0,0.35622577048734305
1,0.7139202656095144
1,0.4954155806215224
0,0.27170133015793263
0,0.5162298801803021
1,0.638200531103798
1,0.5308910976886073
0,0.5340131853538822
0,0.3614128011239411
0,0.32941906246359226
0,0.23088659765458663
1,0.3926325778498444
0,0.3772821437241416
0,0.3860256226183409
0,0.6180983484910119
0,0.26505351631730056
0,0.5084085581020086
0,0.3335201227427237
1,0.7139202656095144
0,0.24856830298732843
0,0.43781215337271273
0,0.5134505007003286
0,0.3066973798442681
0,0.2866283248855623
0,0.3058075123311269
0,0.49163321752387157
1,0.5913910684692504
1,0.5407825068335184
0,0.2692377106166037
1,0.26374511971813
0,0.6639603284467315
0,0.36417446221038335
1,0.34017486329006635
0,0.2538488133594826
1,0.6489464102845931
1,0.6662144697645939
1,0.4741451779651378
0,0.2068482214226696
0,0.38506910119774557
1,0.6876130561159427
0,0.6639603284467315
0,0.30246693341679665
1,0.35560599600515186
0,0.2409793519926225
0,0.2293627928652562
0,0.28335850233243176
1,0.49125935783827696
1,0.6986164135051925
0,0.2405963796523157
1,0.4290759353557886
0,0.2602770400721388
1,0.59012854956962
0,0.4263079483877051
1,0.38154132509470007
1,0.3765519482667082
1,0.5120408842699267
0,0.7040286777135274
1,0.6467299743283697
0,0.23641058861378209
0,0.7264262949543365
1,0.6407014810871722
0,0.5897278513681832
0,0.39135301945604395
0,0.7264262949543365
1,0.2398361864279637
0,0.27507141237550925
0,0.22657071100975054
1,0.3266993688406468
0,0.24886840288408063
0,0.2602875731188126
0,0.38965373533385994
0,0.5070028993488243
0,0.24805563584326407
0,0.698306736130478
1,0.631325338809529
0,0.4755456165392689
1,0.5422294054431884
1,0.5732592000859621
0,0.40225046066605613
1,0.7157401349069242
1,0.6801185847783047
0,0.42979301788673874
0,0.5643457478858921
0,0.36213608857807267
1,0.6662144697645939
1,0.5450731252065486
0,0.5974060738826904
1,0.4169036941171581
1,0.631325338809529
0,0.29562036510754447
0,0.27313686935994685
0,0.2668440582806946
0,0.25416099577592327
0,0.33961037662809024
0,0.29583360604457076
0,0.34003871805462904
1,0.5602491164537806
0,0.21598501130402278
0,0.59012854956962
1,0.6227344760610561
0,0.6311875022716517
0,0.2938114578584356
0,0.26964515460891936
0,0.3634762539885075
1,0.6662144697645939
1,0.5141055644906147
1,0.41386748108471805
1,0.5687773626944254
0,0.5536393007663603
0,0.2885869051609671
0,0.21506438575842304
0,0.4643224465650628
0,0.3414984489921716
1,0.5315222228404376
1,0.562949264865515
1,0.3813045788144784
0,0.32976051265177575
0,0.607412235566941
0,0.7157401349069242
0,0.3201581896589986
1,0.6639603284467315
0,0.27847897686284084
1,0.6711565716882847
0,0.43930405053314225
1,0.6051918524656631
1,0.27995539164573646
0,0.3332259474846187
1,0.4959379164438098
0,0.7229468097178585
1,0.6876130561159427
0,0.4244551588789582
0,0.4058744123240825
0,0.35758116135288054
0,0.3216170416574225
0,0.5149252452125701
0,0.340639584855167
0,0.5141055644906147
0,0.24791989233286685
0,0.5250753531825312
1,0.5811344822173033
1,0.5481274816723732
0,0.3031146230720109
1,0.30138558036098534
0,0.44748369946976113
0,0.2139050363796762
1,0.329006886758126
0,0.30004551461228823
0,0.5767939809972406
1,0.6097927178023328
0,0.5510117264830383
0,0.2880693906039247
1,0.2561821360390866
0,0.5662431142849073
1,0.6160992811574145
0,0.233346123398738
0,0.22591128718843384
0,0.2964965976034926
0,0.6091446537390803
0,0.3696016083820467
1,0.698306736130478
0,0.3019058280443259
0,0.2746385627106152
1,0.5536671357203324
0,0.28396034915521845
1,0.4608976749493244
1,0.6109836546926108
1,0.638698385822522
0,0.7229468097178585
0,0.2360582497308457
1,0.5870208617294207
0,0.34710219067298254
0,0.34212418349845125
1,0.40825024451694647
1,0.386417608347373
1,0.2673242171519608
0,0.5178300534439261
0,0.28413458238890693
0,0.35847202957433605
1,0.7139202656095144
0,0.2626722448924415
0,0.30927495755856294
1,0.23135753075527118
1,0.5445860725072943
1,0.45653256909887036
0,0.4141871363775977
0,0.45673631704228324
0,0.5568285952366088
1,0.29649727661653796
1,0.5870208617294207
0,0.48580213407226736
0,0.2926410775298406
1,0.7139202656095144
0,0.4001554600191127
0,0.5543242434177773
1,0.3308249421357474
0,0.21836977073183672
0,0.2628267833344197
0,0.4042405272827862
0,0.33773935643593295
1,0.23163123398040886
